customer_id,customer_type,industry_segment,city,state,region,branch_id,recency,frequency,monetary,average_order_value,R_score,F_score,M_score,RFM_score,RFM_total,customer_segment,credit_limit,current_balance,customer_rating
C0039,Fleet Owner,Rental,Hyderabad,Telangana,South,Hyd001,33,40,68445013.6,1711125.3399999999,3,3,4,334,10,Loyal Customers,343809,119070,4
C0381,Corporate,Mining,Chennai,Tamil Nadu,South,Chn001,10,34,68417032.8,2012265.6705882351,5,1,4,514,10,Loyal Customers,571520,435086,4
C0398,Government,Rental,Hyderabad,Telangana,South,Hyd001,29,43,68352134.0,1589584.511627907,4,4,4,444,12,Loyal Customers,1207145,1061185,5
C0328,Government,Rental,Kolkata,West Bengal,East,Kol001,26,40,68279316.4,1706982.9100000001,4,3,4,434,11,Loyal Customers,1177052,510972,4
C0230,Dealer,Infrastructure,Delhi,Delhi,North,Del001,61,41,68274085.2,1665221.5902439025,2,3,4,234,9,Potential Customers,271689,146416,5
C0213,Fleet Owner,Rental,Mumbai,Maharashtra,West,Pun001,122,32,68039047.6,2126220.2375,1,1,4,114,6,At Risk,192184,161419,4
C0171,Fleet Owner,Construction,Chennai,Tamil Nadu,South,Chn001,26,36,68022564.0,1889515.6666666667,4,2,4,424,10,Loyal Customers,687863,7826,3
C0023,Corporate,Mining,Chennai,Tamil Nadu,South,Chn001,4,37,68015185.6,1838248.2594594592,5,2,4,524,11,Loyal Customers,274997,248491,2
C0156,Government,Manufacturing,Chennai,Tamil Nadu,South,Chn001,105,36,67944702.4,1887352.8444444446,1,2,4,124,7,Potential Customers,1032586,173071,5
C0175,Fleet Owner,Rental,Kolkata,West Bengal,East,Kol001,57,41,67902256.2,1656152.5902439025,2,3,4,234,9,Potential Customers,222980,209069,5
C0467,Retail,Construction,Delhi,Delhi,North,Del001,55,55,67788106.8,1232511.0327272727,2,5,4,254,11,Loyal Customers,10621,1167,5
C0235,Fleet Owner,Mining,Bhubaneswar,Odisha,East,Chn001,112,43,67658054.0,1573443.1162790698,1,4,4,144,9,Potential Customers,417861,387266,5
C0312,Government,Construction,Vadodara,Gujarat,West,Pun001,44,40,67470700.2,1686767.5050000001,3,3,4,334,10,Loyal Customers,673691,616166,4
C0464,Corporate,Infrastructure,Lucknow,Uttar Pradesh,North,Ahm001,109,39,67409135.2,1728439.3641025643,1,3,4,134,8,Potential Customers,703261,194204,1
C0396,Government,Manufacturing,Ahmedabad,Gujarat,West,Ahm001,24,40,67383019.2,1684575.48,4,3,4,434,11,Loyal Customers,753812,37466,2
C0438,Corporate,Rental,Kolkata,West Bengal,East,Kol001,121,45,67257764.0,1494616.9777777777,1,5,4,154,10,Loyal Customers,482026,171913,2
C0249,Corporate,Construction,Ahmedabad,Gujarat,West,Ahm001,91,40,67200206.8,1680005.17,1,3,4,134,8,Potential Customers,817572,617949,4
C0390,Fleet Owner,Construction,Delhi,Delhi,North,Del001,52,35,67178497.6,1919385.6457142856,3,2,4,324,9,Potential Customers,220350,71369,3
C0101,Corporate,Logistics,Chennai,Tamil Nadu,South,Chn001,82,43,67105356.8,1560589.6930232558,2,4,4,244,10,Loyal Customers,242777,155072,5
C0335,Government,Infrastructure,Guwahati,Assam,North East,Pun001,58,43,67074367.8,1559869.018604651,2,4,4,244,10,Loyal Customers,989169,722277,5
C0001,Retail,Construction,Kolkata,West Bengal,East,Kol001,6,40,67052288.0,1676307.2,5,3,3,533,11,Loyal Customers,45896,43284,4
C0493,Retail,Construction,Chennai,Tamil Nadu,South,Chn001,39,45,67033833.199999996,1489640.7377777777,3,5,3,353,11,Loyal Customers,18646,17697,3
C0485,Fleet Owner,Rental,Pune,Maharashtra,West,Pun001,91,34,66922042.0,1968295.3529411764,1,1,3,113,5,At Risk,581553,485739,1
C0105,Government,Logistics,Delhi,Delhi,North,Del001,35,46,66903370.4,1454421.095652174,3,5,3,353,11,Loyal Customers,1275897,228879,4
C0275,Fleet Owner,Construction,Vadodara,Gujarat,West,Ahm001,52,47,66880783.6,1422995.395744681,3,5,3,353,11,Loyal Customers,651275,262408,5
C0365,Government,Manufacturing,Kolkata,West Bengal,East,Kol001,56,47,66847837.2,1422294.4085106384,2,5,3,253,10,Loyal Customers,617154,362148,1
C0379,Retail,Mining,Vadodara,Gujarat,West,Chn001,16,44,66830982.6,1518885.9681818183,4,4,3,443,11,Loyal Customers,22642,8448,3
C0231,Government,Infrastructure,Pune,Maharashtra,West,Pun001,53,39,66737768.0,1711224.8205128205,2,3,3,233,8,Potential Customers,903218,113383,4
C0443,Dealer,Infrastructure,Kolkata,West Bengal,East,Kol001,43,43,66704165.0,1551259.6511627906,3,4,3,343,10,Loyal Customers,466614,183013,1
C0259,Fleet Owner,Logistics,Coimbatore,Tamil Nadu,South,Chn001,18,37,66515887.2,1797726.6810810813,4,2,3,423,9,Potential Customers,326836,313932,1
C0031,Government,Mining,Kolkata,West Bengal,East,Kol001,140,40,66478869.4,1661971.7349999999,1,3,3,133,7,Potential Customers,661950,182414,4
C0498,Fleet Owner,Construction,Kolkata,West Bengal,East,Kol001,134,30,66413930.8,2213797.6933333334,1,1,3,113,5,At Risk,502514,14738,3
C0064,Corporate,Manufacturing,Chandigarh,Punjab,North,Kol001,17,39,66364513.6,1701654.194871795,4,3,3,433,10,Loyal Customers,577111,313205,3
C0038,Fleet Owner,Rental,Jaipur,Rajasthan,North,Del001,32,41,66333798.6,1617897.5268292683,4,3,3,433,10,Loyal Customers,348040,45014,1
C0302,Fleet Owner,Mining,Ahmedabad,Gujarat,West,Ahm001,7,42,66273983.0,1577951.9761904762,5,4,3,543,12,Loyal Customers,698314,539240,1
C0260,Dealer,Logistics,Hyderabad,Telangana,South,Hyd001,117,38,66249877.0,1743417.8157894737,1,3,3,133,7,Potential Customers,127019,19787,5
C0290,Corporate,Construction,Ahmedabad,Gujarat,West,Ahm001,46,46,66221482.2,1439597.4391304348,3,5,3,353,11,Loyal Customers,506218,233450,3
C0099,Fleet Owner,Rental,Visakhapatnam,Andhra Pradesh,South,Pun001,5,52,66209370.0,1273257.1153846155,5,5,3,553,13,Champions,601814,62089,4
C0333,Corporate,Mining,Hyderabad,Telangana,South,Hyd001,29,42,66085313.2,1573459.8380952382,4,4,3,443,11,Loyal Customers,523789,445736,3
C0157,Dealer,Infrastructure,Chandigarh,Punjab,North,Pun001,1,38,66039594.4,1737884.0631578946,5,2,3,523,10,Loyal Customers,315705,130064,1
C0056,Dealer,Mining,Delhi,Delhi,North,Del001,51,38,65974292.4,1736165.589473684,3,2,3,323,8,Potential Customers,209877,191295,4
C0349,Corporate,Rental,Ahmedabad,Gujarat,West,Ahm001,73,36,65933267.4,1831479.65,2,2,3,223,7,Potential Customers,505172,308946,1
C0453,Dealer,Mining,Ranchi,Jharkhand,East,Chn001,0,36,65818457.0,1828290.4722222222,5,2,3,523,10,Loyal Customers,158610,20082,3
C0228,Government,Construction,Chennai,Tamil Nadu,South,Chn001,112,36,65812402.2,1828122.2833333334,1,2,3,123,6,At Risk,1026411,1025544,3
C0407,Dealer,Logistics,Hyderabad,Telangana,South,Hyd001,6,43,65695217.4,1527795.753488372,5,4,3,543,12,Loyal Customers,379116,62934,2
C0310,Government,Infrastructure,Patna,Bihar,East,Chn001,54,41,65486421.4,1597229.7902439025,2,4,3,243,9,Potential Customers,735405,630621,4
C0021,Corporate,Mining,Hyderabad,Telangana,South,Hyd001,60,47,65405456.4,1391605.455319149,2,5,3,253,10,Loyal Customers,856624,298508,5
C0124,Dealer,Construction,Pune,Maharashtra,West,Pun001,9,47,65379588.0,1391055.0638297873,5,5,3,553,13,Champions,211359,167163,3
C0492,Dealer,Rental,Ranchi,Jharkhand,East,Hyd001,56,37,65225924.2,1762862.8162162162,2,2,3,223,7,Potential Customers,442676,48242,1
C0433,Dealer,Infrastructure,Chandigarh,Punjab,North,Ahm001,140,38,65222517.6,1716382.042105263,1,3,3,133,7,Potential Customers,448175,226491,3
C0198,Government,Mining,Ahmedabad,Gujarat,West,Ahm001,73,38,65200086.6,1715791.752631579,2,3,3,233,8,Potential Customers,1493816,273190,2
C0227,Fleet Owner,Infrastructure,Kolkata,West Bengal,East,Kol001,68,39,65155178.8,1670645.6102564102,2,3,3,233,8,Potential Customers,282190,210075,1
C0015,Government,Rental,Pune,Maharashtra,West,Pun001,45,38,64944750.0,1709072.3684210526,3,2,3,323,8,Potential Customers,790010,18560,2
C0301,Dealer,Mining,Ranchi,Jharkhand,East,Kol001,12,47,64808979.2,1378914.45106383,5,5,3,553,13,Champions,388632,1511,5
C0273,Dealer,Manufacturing,Kolkata,West Bengal,East,Kol001,0,40,64620418.2,1615510.455,5,3,3,533,11,Loyal Customers,181148,167313,1
C0280,Corporate,Construction,Pune,Maharashtra,West,Pun001,56,47,64583738.6,1374122.0978723404,2,5,3,253,10,Loyal Customers,252022,26117,4
C0286,Dealer,Construction,Chennai,Tamil Nadu,South,Chn001,2,39,64515433.4,1654241.882051282,5,3,3,533,11,Loyal Customers,168144,158029,2
C0395,Corporate,Manufacturing,Kolkata,West Bengal,East,Kol001,11,44,64514679.8,1466242.7227272727,5,4,3,543,12,Loyal Customers,680072,209294,1
C0080,Retail,Mining,Chennai,Tamil Nadu,South,Chn001,58,46,64442221.6,1400917.8608695653,2,5,3,253,10,Loyal Customers,35201,14738,1
C0030,Corporate,Construction,Hyderabad,Telangana,South,Hyd001,120,38,64370910.6,1693971.3315789474,1,2,3,123,6,At Risk,501072,443634,5
C0329,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,Pun001,5,36,64307436.8,1786317.6888888888,5,2,3,523,10,Loyal Customers,434298,220404,1
C0047,Corporate,Rental,Pune,Maharashtra,West,Pun001,128,36,64303432.2,1786206.4500000002,1,2,3,123,6,At Risk,425838,329681,5
C0274,Dealer,Mining,Jaipur,Rajasthan,North,Chn001,187,42,64071466.6,1525511.1095238095,1,4,3,143,8,Potential Customers,463140,127143,3
C0363,Fleet Owner,Logistics,Visakhapatnam,Andhra Pradesh,South,Ahm001,54,37,64018233.4,1730222.5243243242,2,2,3,223,7,Potential Customers,384777,224253,5
C0251,Dealer,Mining,Chandigarh,Punjab,North,Chn001,178,39,63937240.8,1639416.4307692307,1,3,3,133,7,Potential Customers,325375,94574,4
C0050,Dealer,Mining,Kolkata,West Bengal,East,Kol001,17,30,63912172.0,2130405.7333333334,4,1,3,413,8,Potential Customers,442160,257973,3
C0211,Fleet Owner,Manufacturing,Hyderabad,Telangana,South,Hyd001,41,45,63897083.199999996,1419935.1822222222,3,4,3,343,10,Loyal Customers,323531,251580,1
C0315,Dealer,Rental,Surat,Gujarat,West,Ahm001,14,42,63797282.4,1518982.9142857143,4,4,3,443,11,Loyal Customers,407774,313009,4
C0173,Retail,Logistics,Chennai,Tamil Nadu,South,Chn001,53,36,63791487.8,1771985.772222222,3,2,3,323,8,Potential Customers,22198,3421,1
C0424,Retail,Construction,Ahmedabad,Gujarat,West,Ahm001,99,38,63757994.8,1677841.9684210524,1,3,3,133,7,Potential Customers,28345,28072,4
C0496,Government,Infrastructure,Bhubaneswar,Odisha,East,Pun001,4,41,63706971.4,1553828.5707317074,5,4,3,543,12,Loyal Customers,993386,256383,5
C0088,Corporate,Infrastructure,Pune,Maharashtra,West,Pun001,19,39,63615211.0,1631159.2564102565,4,3,3,433,10,Loyal Customers,516553,272170,1
C0190,Retail,Manufacturing,Jaipur,Rajasthan,North,Chn001,2,38,63609819.4,1673942.6157894738,5,2,3,523,10,Loyal Customers,49811,31087,1
C0256,Corporate,Infrastructure,Guwahati,Assam,North East,Pun001,103,34,63561255.0,1869448.6764705882,1,1,3,113,5,At Risk,930018,60762,4
C0439,Dealer,Construction,Visakhapatnam,Andhra Pradesh,South,Chn001,2,43,63476155.8,1476189.6697674417,5,4,3,543,12,Loyal Customers,280679,62281,5
C0077,Corporate,Mining,Delhi,Delhi,North,Del001,15,38,63409372.8,1668667.7052631578,4,2,3,423,9,Potential Customers,715444,620984,1
C0436,Fleet Owner,Logistics,Kolkata,West Bengal,East,Kol001,16,38,63326538.6,1666487.8578947368,4,3,3,433,10,Loyal Customers,550408,500938,3
C0152,Corporate,Manufacturing,Chennai,Tamil Nadu,South,Chn001,43,41,63322590.0,1544453.4146341463,3,3,3,333,9,Potential Customers,227415,135210,2
C0217,Corporate,Infrastructure,Delhi,Delhi,North,Del001,13,38,63312018.8,1666105.7578947367,5,3,3,533,11,Loyal Customers,777454,325192,5
C0449,Fleet Owner,Logistics,Surat,Gujarat,West,Kol001,42,37,63310212.0,1711086.810810811,3,2,3,323,8,Potential Customers,359802,296904,3
C0093,Dealer,Manufacturing,Chennai,Tamil Nadu,South,Chn001,30,41,63276812.2,1543336.8829268294,4,3,3,433,10,Loyal Customers,447924,287318,2
C0419,Fleet Owner,Logistics,Mumbai,Maharashtra,West,Ahm001,92,34,63139736.8,1857051.0823529412,1,1,3,113,5,At Risk,344338,246613,1
C0399,Fleet Owner,Rental,Chennai,Tamil Nadu,South,Chn001,6,42,62998360.6,1499960.9666666668,5,4,3,543,12,Loyal Customers,384480,12371,3
C0410,Corporate,Mining,Hyderabad,Telangana,South,Hyd001,34,42,62834152.6,1496051.2523809525,3,4,3,343,10,Loyal Customers,320500,286790,4
C0378,Retail,Manufacturing,Delhi,Delhi,North,Del001,16,42,62811212.6,1495505.061904762,4,4,3,443,11,Loyal Customers,45130,31976,4
C0232,Government,Mining,Chennai,Tamil Nadu,South,Chn001,2,41,62766339.2,1530886.3219512196,5,4,3,543,12,Loyal Customers,1074153,787541,1
C0146,Retail,Mining,Ahmedabad,Gujarat,West,Ahm001,0,33,62762832.8,1901904.0242424242,5,1,3,513,9,Potential Customers,21418,15972,3
C0376,Retail,Construction,Delhi,Delhi,North,Del001,12,35,62674127.8,1790689.3657142855,5,2,3,523,10,Loyal Customers,37739,31805,5
C0081,Corporate,Rental,Surat,Gujarat,West,Hyd001,8,40,62552790.6,1563819.7650000001,5,3,3,533,11,Loyal Customers,208371,44941,1
C0004,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,Chn001,0,47,62484367.6,1329454.6297872341,5,5,3,553,13,Champions,506336,250255,3
C0024,Dealer,Rental,Visakhapatnam,Andhra Pradesh,South,Chn001,105,48,62453301.2,1301110.4416666667,1,5,3,153,9,Potential Customers,266822,86814,4
C0073,Corporate,Rental,Jaipur,Rajasthan,North,Chn001,49,36,62403573.6,1733432.6,3,2,3,323,8,Potential Customers,740385,319020,4
C0327,Retail,Mining,Vadodara,Gujarat,West,Ahm001,25,45,62303773.6,1384528.3022222223,4,4,3,443,11,Loyal Customers,37994,22697,1
C0450,Fleet Owner,Construction,Kolkata,West Bengal,East,Kol001,110,43,62233287.4,1447285.753488372,1,4,3,143,8,Potential Customers,139226,122462,5
C0445,Government,Mining,Kolkata,West Bengal,East,Kol001,3,30,62230426.6,2074347.5533333335,5,1,3,513,9,Potential Customers,1283660,253336,2
C0354,Corporate,Logistics,Hyderabad,Telangana,South,Hyd001,6,41,62107608.0,1514819.7073170731,5,4,3,543,12,Loyal Customers,261489,79839,2
C0158,Corporate,Infrastructure,Kolkata,West Bengal,East,Kol001,96,37,62074622.2,1677692.491891892,1,2,3,123,6,At Risk,516521,146194,2
C0321,Retail,Logistics,Hyderabad,Telangana,South,Hyd001,9,42,62032369.0,1476961.1666666667,5,4,3,543,12,Loyal Customers,33291,18767,2
C0401,Government,Logistics,Guwahati,Assam,North East,Del001,67,38,61848709.2,1627597.6105263159,2,3,3,233,8,Potential Customers,1066548,57200,1
C0367,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,Chn001,57,31,61649463.4,1988692.3677419354,2,1,3,213,6,At Risk,747445,501548,2
C0188,Corporate,Logistics,Pune,Maharashtra,West,Pun001,4,45,61533771.8,1367417.151111111,5,4,3,543,12,Loyal Customers,261082,245715,4
C0364,Government,Infrastructure,Kolkata,West Bengal,East,Kol001,43,38,61474010.8,1617737.1263157893,3,3,3,333,9,Potential Customers,615436,402232,5
C0458,Dealer,Manufacturing,Ahmedabad,Gujarat,West,Ahm001,3,43,61418386.0,1428334.558139535,5,4,3,543,12,Loyal Customers,162635,61520,4
C0357,Corporate,Mining,Ahmedabad,Gujarat,West,Ahm001,44,32,61407267.4,1918977.10625,3,1,3,313,7,Potential Customers,573217,397222,2
C0457,Retail,Manufacturing,Kolkata,West Bengal,East,Kol001,46,35,61313002.6,1751800.0742857144,3,2,3,323,8,Potential Customers,16374,15438,4
C0222,Fleet Owner,Logistics,Delhi,Delhi,North,Del001,18,44,61184396.6,1390554.4681818183,4,4,3,443,11,Loyal Customers,501339,373637,5
C0086,Retail,Construction,Ahmedabad,Gujarat,West,Ahm001,39,30,61140968.2,2038032.2733333334,3,1,3,313,7,Potential Customers,32547,1770,3
C0481,Corporate,Logistics,Chennai,Tamil Nadu,South,Chn001,0,40,61067778.2,1526694.455,5,3,3,533,11,Loyal Customers,437015,243932,5
C0059,Retail,Manufacturing,Hyderabad,Telangana,South,Hyd001,11,39,61020302.6,1564623.1435897436,5,3,3,533,11,Loyal Customers,37344,31278,3
C0130,Government,Mining,Pune,Maharashtra,West,Pun001,45,41,60851805.0,1484190.3658536586,3,3,3,333,9,Potential Customers,1196003,228242,1
C0409,Government,Logistics,Pune,Maharashtra,West,Pun001,83,45,60821412.6,1351586.9466666668,2,5,3,253,10,Loyal Customers,990136,859423,1
C0426,Dealer,Infrastructure,Guwahati,Assam,North East,Kol001,28,40,60676762.6,1516919.065,4,3,3,433,10,Loyal Customers,332893,19372,1
C0096,Corporate,Construction,Chennai,Tamil Nadu,South,Chn001,1,40,60656339.0,1516408.475,5,3,3,533,11,Loyal Customers,401903,200385,3
C0106,Dealer,Infrastructure,Indore,Madhya Pradesh,Central,Pun001,49,42,60639108.8,1443788.3047619048,3,4,3,343,10,Loyal Customers,223855,212350,2
C0427,Corporate,Mining,Vadodara,Gujarat,West,Hyd001,35,46,60390081.4,1312827.8565217392,3,5,3,353,11,Loyal Customers,334941,5247,3
C0442,Dealer,Logistics,Kolkata,West Bengal,East,Kol001,72,36,60326225.8,1675728.4944444443,2,2,3,223,7,Potential Customers,440207,114258,3
C0036,Fleet Owner,Construction,Kolkata,West Bengal,East,Kol001,8,39,60321548.8,1546706.3794871795,5,3,3,533,11,Loyal Customers,630421,352613,2
C0397,Fleet Owner,Mining,Ahmedabad,Gujarat,West,Ahm001,14,41,60279612.2,1470234.4439024392,4,4,3,443,11,Loyal Customers,685521,640617,3
C0027,Fleet Owner,Logistics,Surat,Gujarat,West,Ahm001,5,44,60238104.6,1369047.8318181818,5,4,3,543,12,Loyal Customers,119712,6429,1
C0066,Retail,Manufacturing,Indore,Madhya Pradesh,Central,Hyd001,81,38,60235825.4,1585153.3,2,2,3,223,7,Potential Customers,37976,5882,1
C0360,Dealer,Construction,Ahmedabad,Gujarat,West,Ahm001,44,34,60127880.8,1768467.0823529412,3,1,2,312,6,At Risk,433677,398778,5
C0181,Government,Construction,Vadodara,Gujarat,West,Pun001,16,40,60094083.2,1502352.08,4,3,2,432,9,Potential Customers,766249,475114,5
C0278,Fleet Owner,Logistics,Ahmedabad,Gujarat,West,Ahm001,28,45,59961056.4,1332467.92,4,4,2,442,10,Loyal Customers,312177,50733,4
C0051,Retail,Infrastructure,Jaipur,Rajasthan,North,Ahm001,46,37,59958994.4,1620513.362162162,3,2,2,322,7,Potential Customers,40307,777,4
C0072,Government,Logistics,Pune,Maharashtra,West,Pun001,8,30,59941485.6,1998049.52,5,1,2,512,8,Potential Customers,1196826,1192089,3
C0112,Fleet Owner,Mining,Hyderabad,Telangana,South,Hyd001,30,40,59897509.0,1497437.725,4,3,2,432,9,Potential Customers,389833,373500,2
C0148,Government,Construction,Coimbatore,Tamil Nadu,South,Ahm001,22,40,59828023.0,1495700.575,4,3,2,432,9,Potential Customers,1202629,329492,4
C0068,Retail,Mining,Delhi,Delhi,North,Del001,25,42,59659250.6,1420458.3476190476,4,4,2,442,10,Loyal Customers,27354,3730,1
C0266,Fleet Owner,Rental,Bengaluru,Karnataka,South,Chn001,98,37,59493819.2,1607941.0594594595,1,2,2,122,5,At Risk,196336,54211,4
C0245,Dealer,Logistics,Chennai,Tamil Nadu,South,Chn001,31,37,59459217.6,1607005.8810810812,4,2,2,422,8,Potential Customers,204820,16669,2
C0017,Government,Infrastructure,Chennai,Tamil Nadu,South,Chn001,10,40,59455266.0,1486381.65,5,3,2,532,10,Loyal Customers,1155360,986611,1
C0444,Dealer,Manufacturing,Chennai,Tamil Nadu,South,Chn001,147,35,59419781.4,1697708.04,1,2,2,122,5,At Risk,403967,96858,1
C0164,Government,Construction,Delhi,Delhi,North,Del001,48,39,59364706.6,1522171.9641025641,3,3,2,332,8,Potential Customers,1454565,1435105,4
C0111,Corporate,Construction,Chennai,Tamil Nadu,South,Chn001,15,39,59356912.0,1521972.1025641025,4,3,2,432,9,Potential Customers,332240,18012,3
C0074,Fleet Owner,Infrastructure,Bhubaneswar,Odisha,East,Kol001,0,45,59288601.6,1317524.48,5,4,2,542,11,Loyal Customers,259356,11327,5
C0296,Corporate,Manufacturing,Kolkata,West Bengal,East,Kol001,54,41,59283432.8,1445937.3853658536,2,4,2,242,8,Potential Customers,361733,33627,2
C0195,Fleet Owner,Logistics,Kolkata,West Bengal,East,Kol001,3,33,59145431.2,1792285.793939394,5,1,2,512,8,Potential Customers,389773,149217,2
C0018,Retail,Construction,Ahmedabad,Gujarat,West,Ahm001,7,36,59030468.4,1639735.2333333334,5,2,2,522,9,Potential Customers,49835,49052,2
C0202,Government,Logistics,Chandigarh,Punjab,North,Ahm001,101,35,58935549.4,1683872.8399999999,1,2,2,122,5,At Risk,1402130,532821,4
C0095,Fleet Owner,Logistics,Nagpur,Maharashtra,West,Ahm001,5,31,58809103.8,1897067.864516129,5,1,2,512,8,Potential Customers,207876,37163,3
C0361,Government,Logistics,Hyderabad,Telangana,South,Hyd001,96,35,58802186.0,1680062.4571428571,1,2,2,122,5,At Risk,623046,455127,5
C0370,Corporate,Infrastructure,Kolkata,West Bengal,East,Kol001,13,41,58581481.199999996,1428816.6146341462,5,4,2,542,11,Loyal Customers,375748,373898,4
C0185,Dealer,Logistics,Pune,Maharashtra,West,Pun001,106,39,58416829.8,1497867.4307692307,1,3,2,132,6,At Risk,210864,117546,5
C0224,Retail,Manufacturing,Kolkata,West Bengal,East,Kol001,17,40,58349595.8,1458739.895,4,3,2,432,9,Potential Customers,11280,3718,3
C0472,Dealer,Manufacturing,Coimbatore,Tamil Nadu,South,Chn001,38,37,58343752.4,1576858.172972973,3,2,2,322,7,Potential Customers,475653,77024,4
C0463,Dealer,Mining,Nagpur,Maharashtra,West,Ahm001,131,36,58325024.0,1620139.5555555555,1,2,2,122,5,At Risk,325255,17271,4
C0330,Retail,Infrastructure,Bhubaneswar,Odisha,East,Kol001,143,41,58287142.6,1421637.624390244,1,4,2,142,7,Potential Customers,41835,63,3
C0029,Dealer,Construction,Visakhapatnam,Andhra Pradesh,South,Kol001,184,38,58176890.6,1530970.805263158,1,2,2,122,5,At Risk,403949,343364,1
C0480,Government,Infrastructure,Mumbai,Maharashtra,West,Ahm001,37,37,58091138.8,1570030.7783783784,3,2,2,322,7,Potential Customers,635943,336455,3
C0147,Dealer,Rental,Delhi,Delhi,North,Del001,9,36,57961759.4,1610048.8722222222,5,2,2,522,9,Potential Customers,363902,291538,5
C0477,Government,Construction,Ahmedabad,Gujarat,West,Ahm001,79,37,57871728.4,1564100.7675675675,2,2,2,222,6,At Risk,831717,641227,5
C0033,Government,Mining,Chennai,Tamil Nadu,South,Chn001,19,34,57806787.2,1700199.6235294119,4,1,2,412,7,Potential Customers,655166,632856,5
C0323,Government,Manufacturing,Ahmedabad,Gujarat,West,Ahm001,9,40,57786002.2,1444650.0550000002,5,3,2,532,10,Loyal Customers,717071,189451,2
C0393,Retail,Rental,Kolkata,West Bengal,East,Kol001,13,42,57683779.4,1373423.3190476191,5,4,2,542,11,Loyal Customers,41273,8717,3
C0289,Corporate,Logistics,Hyderabad,Telangana,South,Hyd001,63,40,57538580.4,1438464.51,2,3,2,232,7,Potential Customers,600072,472573,2
C0052,Government,Manufacturing,Guwahati,Assam,North East,Pun001,20,37,57455055.6,1552839.3405405406,4,2,2,422,8,Potential Customers,1297924,695848,2
C0098,Corporate,Mining,Kolkata,West Bengal,East,Kol001,13,37,57357413.2,1550200.3567567568,5,2,2,522,9,Potential Customers,270655,236169,1
C0159,Dealer,Construction,Chennai,Tamil Nadu,South,Chn001,5,36,57251892.6,1590330.35,5,2,2,522,9,Potential Customers,332595,67368,3
C0137,Dealer,Infrastructure,Chennai,Tamil Nadu,South,Chn001,19,28,57221883.8,2043638.7071428571,4,1,2,412,7,Potential Customers,257346,114551,5
C0404,Government,Mining,Ahmedabad,Gujarat,West,Ahm001,5,35,57215502.0,1634728.6285714286,5,2,2,522,9,Potential Customers,1177246,346690,5
C0011,Retail,Infrastructure,Vadodara,Gujarat,West,Kol001,39,41,57187490.8,1394816.8487804877,3,3,2,332,8,Potential Customers,29130,4200,4
C0285,Government,Infrastructure,Pune,Maharashtra,West,Pun001,26,51,57166086.6,1120903.6588235295,4,5,2,452,11,Loyal Customers,1359546,764093,4
C0362,Corporate,Rental,Vadodara,Gujarat,West,Ahm001,81,42,57018296.0,1357578.4761904762,2,4,2,242,8,Potential Customers,814512,9547,1
C0345,Retail,Infrastructure,Pune,Maharashtra,West,Pun001,41,44,56899456.6,1293169.4681818183,3,4,2,342,9,Potential Customers,31532,26687,2
C0417,Fleet Owner,Mining,Kolkata,West Bengal,East,Kol001,111,36,56892210.6,1580339.1833333333,1,2,2,122,5,At Risk,587793,383902,3
C0058,Retail,Infrastructure,Pune,Maharashtra,West,Pun001,7,41,56841153.8,1386369.6048780486,5,3,2,532,10,Loyal Customers,43362,11601,3
C0325,Corporate,Rental,Kolkata,West Bengal,East,Kol001,52,33,56775486.800000004,1720469.296969697,3,1,2,312,6,At Risk,811959,363532,3
C0022,Retail,Infrastructure,Chennai,Tamil Nadu,South,Chn001,55,39,56771100.0,1455669.2307692308,2,3,2,232,7,Potential Customers,47651,19003,3
C0389,Retail,Mining,Surat,Gujarat,West,Ahm001,36,33,56596362.6,1715041.290909091,3,1,2,312,6,At Risk,34342,20256,5
C0067,Retail,Manufacturing,Ahmedabad,Gujarat,West,Ahm001,1,33,56503395.6,1712224.1090909091,5,1,2,512,8,Potential Customers,34526,17171,3
C0405,Corporate,Infrastructure,Pune,Maharashtra,West,Pun001,189,37,56480507.0,1526500.189189189,1,2,2,122,5,At Risk,216557,212474,3
C0265,Retail,Mining,Ahmedabad,Gujarat,West,Ahm001,95,33,56239915.0,1704239.8484848484,1,1,2,112,4,Inactive Customers,18495,6434,1
C0090,Government,Infrastructure,Delhi,Delhi,North,Del001,70,45,56056558.6,1245701.3022222223,2,4,2,242,8,Potential Customers,1009986,294069,1
C0044,Government,Mining,Mumbai,Maharashtra,West,Kol001,44,38,55873422.6,1470353.2263157896,3,2,2,322,7,Potential Customers,888707,663201,4
C0423,Dealer,Infrastructure,Visakhapatnam,Andhra Pradesh,South,Del001,4,35,55793317.0,1594094.7714285713,5,2,2,522,9,Potential Customers,234222,160010,3
C0239,Government,Logistics,Chennai,Tamil Nadu,South,Chn001,65,38,55722404.6,1466379.0684210528,2,3,2,232,7,Potential Customers,1361502,566279,4
C0218,Fleet Owner,Construction,Nagpur,Maharashtra,West,Pun001,76,45,55544090.8,1234313.1288888888,2,4,2,242,8,Potential Customers,635931,456436,5
C0127,Government,Construction,Kolkata,West Bengal,East,Kol001,189,31,55495542.0,1790178.7741935484,1,1,2,112,4,Inactive Customers,1030275,912169,1
C0348,Retail,Logistics,Delhi,Delhi,North,Del001,68,35,55466523.4,1584757.8114285714,2,2,2,222,6,At Risk,32723,11641,2
