payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_date_year,payment_date_month
Pay-100208,Inv-763936,2020-01-21,2455297.8,Cash,2020,1
Pay-443187,Inv-325869,2023-12-24,2949357.43,Bank Transfer,2023,12
Pay-113957,Inv-829749,2020-04-11,2933575.94,Cash,2020,4
Pay-689146,Inv-320381,2019-07-05,2212656.2,Cash,2019,7
Pay-923442,Inv-876221,2024-10-31,1729922.6,Bank Transfer,2024,10
Pay-913274,Inv-496881,2020-08-26,1748737.0,Bank Transfer,2020,8
Pay-887963,Inv-692091,2019-10-24,1957449.8,Cash,2019,10
Pay-224354,Inv-776896,2022-08-09,2715922.0,Upi,2022,8
Pay-652173,Inv-353594,2020-10-29,314574.4,Credit Card,2020,10
Pay-876742,Inv-985322,2019-10-19,133340.0,Bank Transfer,2019,10
Pay-498175,Inv-170921,2024-11-12,295867.2,Bank Transfer,2024,11
Pay-263611,Inv-203353,2023-09-09,32328.17,Bank Transfer,2023,9
Pay-162827,Inv-203353,2023-10-09,1077906.23,Bank Transfer,2023,10
Pay-316901,Inv-461409,2020-04-12,1143405.2,Upi,2020,4
Pay-881607,Inv-556231,2022-11-10,605804.92,Cash,2022,11
Pay-429266,Inv-556231,2022-11-01,194366.1,Upi,2022,11
Pay-894553,Inv-556231,2022-10-15,1045615.18,Credit Card,2022,10
Pay-714487,Inv-783297,2024-01-03,1362178.2,Cash,2024,1
Pay-599739,Inv-242493,2020-05-16,2441117.22,Bank Transfer,2020,5
Pay-670060,Inv-608017,2022-03-02,3619969.6,Bank Transfer,2022,3
Pay-541094,Inv-947275,2022-02-20,282511.47,Upi,2022,2
Pay-308540,Inv-375484,2022-11-18,642611.0,Bank Transfer,2022,11
Pay-943882,Inv-783626,2024-07-03,490943.08,Cash,2024,7
Pay-823697,Inv-687880,2025-01-10,2905680.8,Upi,2025,1
Pay-992581,Inv-455348,2021-08-21,2726802.0,Cheque,2021,8
Pay-106645,Inv-280025,2023-05-01,475004.91,Upi,2023,5
Pay-835760,Inv-280025,2023-04-02,326568.09,Upi,2023,4
Pay-538061,Inv-952288,2025-01-26,283860.8,Cash,2025,1
Pay-743790,Inv-109991,2022-01-14,1519239.34,Cheque,2022,1
Pay-790263,Inv-921961,2020-07-12,266685.58,Cash,2020,7
Pay-788526,Inv-303957,2023-11-24,2289759.43,Upi,2023,11
Pay-349518,Inv-338749,2019-03-07,445502.74,Bank Transfer,2019,3
Pay-658326,Inv-338749,2019-03-13,104705.26,Upi,2019,3
Pay-376007,Inv-976965,2024-05-18,825141.0,Credit Card,2024,5
Pay-239522,Inv-225692,2023-07-05,555025.78,Cheque,2023,7
Pay-991807,Inv-225692,2023-06-07,921720.09,Cheque,2023,6
Pay-663249,Inv-225692,2023-06-25,380236.13,Credit Card,2023,6
Pay-619693,Inv-344303,2021-02-23,420646.8,Cash,2021,2
Pay-422133,Inv-670479,2019-12-31,2866480.0,Credit Card,2019,12
Pay-188793,Inv-666183,2023-02-06,85727.0,Credit Card,2023,2
Pay-468512,Inv-675186,2022-03-07,3279222.0,Upi,2022,3
Pay-734787,Inv-584711,2024-05-03,1689706.0,Cash,2024,5
Pay-271141,Inv-378032,2024-10-21,546196.27,Upi,2024,10
Pay-435444,Inv-947352,2019-08-30,2030676.38,Cheque,2019,8
Pay-722044,Inv-947352,2019-09-11,199211.62,Upi,2019,9
Pay-558217,Inv-566751,2019-04-11,1097.4,Bank Transfer,2019,4
Pay-433961,Inv-584295,2024-10-13,126953.88,Cash,2024,10
Pay-131777,Inv-973740,2024-03-24,29194.56,Bank Transfer,2024,3
Pay-572083,Inv-973740,2024-03-22,148827.96,Cheque,2024,3
Pay-915750,Inv-973740,2024-03-17,34622.48,Cheque,2024,3
Pay-574494,Inv-660529,2019-04-13,2158291.02,Cheque,2019,4
Pay-947309,Inv-660529,2019-05-23,41535.18,Bank Transfer,2019,5
Pay-377736,Inv-836270,2024-09-01,2774013.0,Cheque,2024,9
Pay-939716,Inv-921299,2024-06-06,123973.89,Cash,2024,6
Pay-878555,Inv-921299,2024-04-20,162633.31,Bank Transfer,2024,4
Pay-281065,Inv-281189,2019-03-22,1626057.4,Cheque,2019,3
Pay-208173,Inv-905356,2024-02-25,260326.55,Cheque,2024,2
Pay-865691,Inv-533289,2021-04-06,2738572.8,Bank Transfer,2021,4
Pay-100078,Inv-625811,2022-10-03,528311.81,Cash,2022,10
Pay-228246,Inv-626894,2024-09-08,4436778.0,Cheque,2024,9
Pay-879433,Inv-988049,2021-08-11,275780.0,Bank Transfer,2021,8
Pay-583754,Inv-331619,2019-08-05,644666.69,Bank Transfer,2019,8
Pay-232547,Inv-587429,2022-12-16,190452.0,Bank Transfer,2022,12
Pay-753657,Inv-815955,2022-08-01,36154.87,Credit Card,2022,8
Pay-715196,Inv-290838,2022-10-23,1127704.0,Cash,2022,10
Pay-969073,Inv-256170,2019-05-13,857848.1,Upi,2019,5
Pay-155372,Inv-256170,2019-05-04,145205.74,Credit Card,2019,5
Pay-895552,Inv-256170,2019-04-20,363010.96,Upi,2019,4
Pay-769181,Inv-149498,2021-10-02,2333840.0,Cash,2021,10
Pay-537335,Inv-675785,2019-10-23,2076672.0,Credit Card,2019,10
Pay-435294,Inv-246543,2022-10-05,2853775.2,Credit Card,2022,10
Pay-988740,Inv-435239,2021-01-27,2546509.71,Cash,2021,1
Pay-804932,Inv-608864,2024-04-27,1259066.0,Bank Transfer,2024,4
Pay-461517,Inv-711083,2022-11-04,1006398.58,Cash,2022,11
Pay-577587,Inv-201175,2025-01-23,4340822.0,Cash,2025,1
Pay-963492,Inv-943254,2019-10-10,3368717.6,Bank Transfer,2019,10
Pay-786055,Inv-432781,2020-06-13,254720.0,Credit Card,2020,6
Pay-515187,Inv-912168,2024-09-21,2896724.8,Credit Card,2024,9
Pay-612621,Inv-143662,2021-01-01,242510.85,Bank Transfer,2021,1
Pay-127642,Inv-901775,2022-08-16,318840.0,Bank Transfer,2022,8
Pay-653007,Inv-813137,2024-02-03,2793824.6,Cheque,2024,2
Pay-584975,Inv-151024,2020-05-30,490657.95,Credit Card,2020,5
Pay-708872,Inv-383616,2021-05-19,1982043.88,Cash,2021,5
Pay-695547,Inv-684851,2021-01-21,647605.44,Upi,2021,1
Pay-984672,Inv-511760,2019-06-25,3701936.0,Upi,2019,6
Pay-359723,Inv-308433,2024-11-29,573440.6,Cheque,2024,11
Pay-270840,Inv-879456,2024-09-17,755210.0,Credit Card,2024,9
Pay-844871,Inv-270900,2019-11-17,2574.28,Upi,2019,11
Pay-195420,Inv-828137,2023-11-28,5181055.2,Cheque,2023,11
Pay-298067,Inv-796907,2022-12-18,1051065.0,Bank Transfer,2022,12
Pay-533043,Inv-624885,2020-01-29,1310959.5,Cheque,2020,1
Pay-453471,Inv-506376,2022-09-17,410124.03,Cheque,2022,9
Pay-503669,Inv-506376,2022-09-26,572159.97,Credit Card,2022,9
Pay-231750,Inv-170343,2019-09-23,3181446.46,Cheque,2019,9
Pay-964144,Inv-170343,2019-09-30,440664.54,Cash,2019,9
Pay-230109,Inv-636256,2023-12-17,68352.0,Bank Transfer,2023,12
Pay-364201,Inv-163586,2019-08-26,3725618.0,Credit Card,2019,8
Pay-345019,Inv-995936,2023-06-20,141737.83,Bank Transfer,2023,6
Pay-405548,Inv-995936,2023-06-02,171717.97,Upi,2023,6
Pay-499235,Inv-995936,2023-06-22,4496.2,Upi,2023,6
Pay-445987,Inv-337318,2019-12-21,9408.0,Bank Transfer,2019,12
Pay-523032,Inv-783968,2021-06-20,2712436.4,Cheque,2021,6
Pay-649002,Inv-647848,2023-10-29,275499.4,Bank Transfer,2023,10
Pay-826294,Inv-150706,2023-08-04,1218994.6,Cash,2023,8
Pay-330725,Inv-698008,2020-03-03,1647874.09,Credit Card,2020,3
Pay-156618,Inv-698008,2020-03-17,1007591.91,Upi,2020,3
Pay-482551,Inv-513615,2025-01-12,3844499.8,Upi,2025,1
Pay-257891,Inv-316245,2023-10-02,541103.59,Bank Transfer,2023,10
Pay-688566,Inv-316245,2023-09-17,2200589.81,Credit Card,2023,9
Pay-824191,Inv-534683,2022-07-16,108481.44,Cash,2022,7
Pay-451118,Inv-534683,2022-08-24,2925590.25,Cheque,2022,8
Pay-269121,Inv-534683,2022-08-14,1030392.31,Upi,2022,8
Pay-102457,Inv-628802,2022-02-19,567425.17,Bank Transfer,2022,2
Pay-423803,Inv-628802,2022-03-24,200967.72,Cheque,2022,3
Pay-652545,Inv-628802,2022-02-19,344360.7,Credit Card,2022,2
Pay-177817,Inv-751937,2023-08-11,511390.85,Cheque,2023,8
Pay-404518,Inv-751937,2023-07-16,899923.15,Cash,2023,7
Pay-697367,Inv-525467,2021-04-07,926812.0,Upi,2021,4
Pay-992453,Inv-503384,2021-02-17,1922553.0,Bank Transfer,2021,2
Pay-296706,Inv-105908,2023-02-13,2586311.46,Upi,2023,2
Pay-972892,Inv-806725,2024-03-24,1265761.0,Cash,2024,3
Pay-409992,Inv-973062,2024-09-10,142274.5,Cash,2024,9
Pay-373280,Inv-973062,2024-09-07,1681343.9,Credit Card,2024,9
Pay-222163,Inv-242057,2019-02-24,7746595.0,Cash,2019,2
Pay-269617,Inv-481451,2020-06-17,100480.0,Credit Card,2020,6
Pay-283492,Inv-271694,2025-01-12,3484388.0,Cash,2025,1
Pay-893972,Inv-927219,2019-05-27,3453771.6,Cash,2019,5
Pay-455156,Inv-588949,2024-10-31,998289.32,Upi,2024,10
Pay-370522,Inv-191668,2024-06-13,1769291.2,Upi,2024,6
Pay-685386,Inv-181043,2020-12-15,196056.8,Cheque,2020,12
Pay-629088,Inv-278687,2021-05-28,5398027.4,Bank Transfer,2021,5
Pay-713481,Inv-792856,2024-03-11,1103.2,Cheque,2024,3
Pay-363071,Inv-792856,2024-03-14,1728.8,Cash,2024,3
Pay-908390,Inv-488396,2024-02-03,1695790.0,Cheque,2024,2
Pay-216181,Inv-425385,2020-10-16,2639269.6,Cash,2020,10
Pay-647973,Inv-892150,2019-11-05,17303.25,Cheque,2019,11
Pay-157151,Inv-892150,2019-11-02,4939.75,Credit Card,2019,11
Pay-975432,Inv-523722,2022-04-14,1584335.29,Cheque,2022,4
Pay-400170,Inv-329262,2020-01-19,58139.0,Upi,2020,1
Pay-143874,Inv-329262,2020-02-10,297823.26,Cash,2020,2
Pay-224570,Inv-329262,2019-12-25,19574.74,Bank Transfer,2019,12
Pay-398990,Inv-737053,2024-07-04,477622.22,Cheque,2024,7
Pay-414233,Inv-737053,2024-07-21,4571525.78,Upi,2024,7
Pay-293084,Inv-734007,2019-09-29,2535105.2,Upi,2019,9
Pay-197253,Inv-149485,2021-11-21,277590.04,Upi,2021,11
Pay-673004,Inv-673388,2020-12-12,522115.0,Cheque,2020,12
Pay-379449,Inv-891391,2024-04-29,3215392.0,Cheque,2024,4
Pay-360940,Inv-338905,2024-04-03,2633808.2,Credit Card,2024,4
Pay-287348,Inv-986892,2022-07-17,890624.0,Credit Card,2022,7
Pay-356472,Inv-208778,2021-01-14,1311801.0,Cash,2021,1
Pay-997524,Inv-331432,2023-08-16,248907.0,Bank Transfer,2023,8
Pay-241024,Inv-635155,2020-07-03,534547.34,Credit Card,2020,7
Pay-413888,Inv-832733,2021-01-03,10171.24,Cash,2021,1
Pay-298931,Inv-832733,2021-02-12,94.76,Cash,2021,2
Pay-863014,Inv-857230,2020-07-30,2725158.8,Credit Card,2020,7
Pay-468355,Inv-512158,2021-05-26,61085.54,Upi,2021,5
Pay-734779,Inv-512158,2021-06-22,40802.46,Credit Card,2021,6
Pay-660626,Inv-752815,2021-01-25,761701.77,Cash,2021,1
Pay-868650,Inv-288536,2024-11-04,22698.52,Bank Transfer,2024,11
Pay-835179,Inv-288536,2024-11-13,11716.0,Cheque,2024,11
Pay-620226,Inv-288536,2024-10-05,36314.68,Cheque,2024,10
Pay-551168,Inv-499117,2020-02-17,2238503.0,Bank Transfer,2020,2
Pay-852133,Inv-506680,2020-12-20,2195802.0,Cash,2020,12
Pay-639349,Inv-806743,2022-06-04,202549.1,Bank Transfer,2022,6
Pay-933606,Inv-806743,2022-06-17,560791.18,Upi,2022,6
Pay-462862,Inv-806743,2022-05-13,1521459.72,Cash,2022,5
Pay-451602,Inv-740492,2021-08-06,329586.8,Bank Transfer,2021,8
Pay-699620,Inv-646383,2019-11-09,1011184.4,Bank Transfer,2019,11
Pay-678381,Inv-494362,2020-06-19,652420.49,Upi,2020,6
Pay-517362,Inv-725569,2019-06-07,447035.38,Credit Card,2019,6
Pay-498643,Inv-725569,2019-06-17,591402.57,Bank Transfer,2019,6
Pay-739560,Inv-725569,2019-06-03,63157.45,Cash,2019,6
Pay-132207,Inv-321061,2023-02-22,158787.2,Cash,2023,2
Pay-102011,Inv-319797,2022-01-15,235972.6,Cash,2022,1
Pay-475780,Inv-901770,2019-08-29,728137.73,Upi,2019,8
Pay-731811,Inv-757423,2024-04-23,27671.0,Cheque,2024,4
Pay-482305,Inv-162871,2022-07-04,1822573.58,Upi,2022,7
Pay-853905,Inv-629383,2022-01-12,4131.68,Bank Transfer,2022,1
Pay-388919,Inv-629383,2022-01-11,54145.32,Bank Transfer,2022,1
Pay-179808,Inv-174353,2022-12-25,241827.25,Cheque,2022,12
Pay-819024,Inv-174353,2022-11-27,2333916.75,Cheque,2022,11
Pay-630625,Inv-952793,2020-01-04,1615371.0,Cheque,2020,1
Pay-505352,Inv-269622,2024-11-28,270186.78,Bank Transfer,2024,11
Pay-630935,Inv-269622,2024-10-09,1946512.95,Cash,2024,10
Pay-532418,Inv-269622,2024-11-03,560679.07,Bank Transfer,2024,11
Pay-136845,Inv-134826,2022-03-06,2639009.2,Credit Card,2022,3
Pay-988584,Inv-431772,2024-11-14,318276.57,Upi,2024,11
Pay-453786,Inv-526221,2023-11-11,240339.5,Bank Transfer,2023,11
Pay-732523,Inv-526221,2023-11-27,485345.2,Upi,2023,11
Pay-614252,Inv-526221,2023-11-22,96417.3,Cash,2023,11
Pay-865545,Inv-745886,2019-11-08,232395.43,Credit Card,2019,11
Pay-898276,Inv-745886,2019-10-08,1633636.57,Cash,2019,10
Pay-221045,Inv-893565,2022-03-16,899997.6,Cash,2022,3
Pay-154562,Inv-965131,2022-06-15,2198692.2,Credit Card,2022,6
Pay-599119,Inv-554530,2019-11-20,1123737.09,Credit Card,2019,11
Pay-465881,Inv-469952,2019-09-06,458102.13,Bank Transfer,2019,9
Pay-125359,Inv-469952,2019-07-25,1729443.67,Cash,2019,7
Pay-213338,Inv-487654,2020-12-23,973632.6,Bank Transfer,2020,12
Pay-668211,Inv-802221,2022-02-26,2560147.8,Credit Card,2022,2
Pay-977291,Inv-803964,2022-08-28,618163.6,Bank Transfer,2022,8
Pay-571650,Inv-548967,2024-01-29,169096.0,Upi,2024,1
Pay-549953,Inv-958101,2024-01-24,650484.0,Upi,2024,1
Pay-463847,Inv-391713,2020-10-24,168831.02,Bank Transfer,2020,10
Pay-529849,Inv-895529,2024-09-04,348923.21,Cash,2024,9
Pay-323926,Inv-895529,2024-10-07,1375711.86,Upi,2024,10
Pay-362470,Inv-895529,2024-10-19,770822.53,Upi,2024,10
Pay-806470,Inv-250464,2020-02-27,1150811.0,Cash,2020,2
Pay-220927,Inv-921738,2020-02-27,736321.48,Credit Card,2020,2
Pay-998196,Inv-921738,2020-03-01,373556.52,Cheque,2020,3
Pay-343175,Inv-554752,2022-05-04,357522.8,Bank Transfer,2022,5
Pay-305340,Inv-112378,2019-05-13,2606848.0,Bank Transfer,2019,5
Pay-164406,Inv-537315,2021-01-17,127577.13,Credit Card,2021,1
Pay-629771,Inv-537315,2021-01-02,128061.07,Cash,2021,1
Pay-351956,Inv-780848,2020-08-03,2150878.8,Cheque,2020,8
Pay-284974,Inv-769067,2022-04-06,1062702.4,Upi,2022,4
Pay-546831,Inv-701606,2021-04-16,582356.0,Cheque,2021,4
Pay-181704,Inv-234586,2020-04-13,1831760.76,Cheque,2020,4
Pay-306403,Inv-349220,2023-01-03,1208213.0,Cheque,2023,1
Pay-708981,Inv-500825,2023-03-13,434725.36,Upi,2023,3
Pay-571604,Inv-500825,2023-03-19,383092.64,Credit Card,2023,3
Pay-360363,Inv-173588,2021-07-28,1361881.4,Credit Card,2021,7
Pay-191014,Inv-557825,2021-12-11,81781.0,Upi,2021,12
Pay-382253,Inv-475012,2023-07-13,329748.2,Credit Card,2023,7
Pay-580660,Inv-196168,2024-02-26,751442.39,Credit Card,2024,2
Pay-607055,Inv-294320,2024-11-13,287030.8,Bank Transfer,2024,11
Pay-167985,Inv-759040,2019-11-14,2325560.6,Upi,2019,11
Pay-762112,Inv-456119,2019-11-15,1196610.0,Bank Transfer,2019,11
Pay-508729,Inv-206992,2022-04-07,546110.0,Upi,2022,4
Pay-802801,Inv-699466,2021-07-10,1225276.74,Bank Transfer,2021,7
Pay-409807,Inv-405258,2019-05-24,800558.26,Cash,2019,5
Pay-348299,Inv-405258,2019-06-08,11649.27,Bank Transfer,2019,6
Pay-488913,Inv-405258,2019-06-01,37797.46,Cash,2019,6
Pay-210783,Inv-762227,2022-05-24,90314.6,Bank Transfer,2022,5
Pay-449365,Inv-108684,2023-06-10,4074890.4,Cash,2023,6
Pay-997472,Inv-571884,2024-08-29,75583.59,Credit Card,2024,8
Pay-370976,Inv-987026,2020-12-12,200364.0,Credit Card,2020,12
Pay-212542,Inv-950547,2021-06-23,1249086.0,Upi,2021,6
Pay-241762,Inv-690747,2019-06-05,1038446.62,Upi,2019,6
Pay-452980,Inv-679871,2022-09-15,928128.0,Bank Transfer,2022,9
Pay-354890,Inv-623299,2024-09-11,1718917.2,Bank Transfer,2024,9
Pay-332662,Inv-207783,2023-05-11,1588974.57,Bank Transfer,2023,5
Pay-462332,Inv-207783,2023-05-12,1235827.43,Bank Transfer,2023,5
Pay-969101,Inv-605823,2023-12-16,1035092.0,Upi,2023,12
Pay-966102,Inv-369731,2022-10-14,2302327.6,Bank Transfer,2022,10
Pay-491377,Inv-322796,2022-09-14,144640.0,Cash,2022,9
Pay-588413,Inv-923353,2020-08-08,4344112.0,Upi,2020,8
Pay-253109,Inv-423624,2024-10-07,101888.0,Credit Card,2024,10
Pay-148984,Inv-759579,2023-04-22,5472478.8,Credit Card,2023,4
Pay-467300,Inv-309252,2024-12-26,23776.03,Cash,2024,12
Pay-525830,Inv-309252,2024-12-20,38943.97,Cheque,2024,12
Pay-655999,Inv-589293,2021-09-01,585918.49,Cash,2021,9
Pay-969979,Inv-199762,2020-04-13,513077.0,Cheque,2020,4
Pay-335242,Inv-825307,2024-11-07,3321219.6,Upi,2024,11
Pay-473033,Inv-649775,2024-01-07,1066240.0,Bank Transfer,2024,1
Pay-348690,Inv-437360,2024-08-06,490270.17,Bank Transfer,2024,8
Pay-874445,Inv-148564,2023-04-16,1398595.63,Cheque,2023,4
Pay-148603,Inv-478701,2024-11-04,504637.93,Credit Card,2024,11
Pay-598989,Inv-478701,2024-10-09,93283.07,Credit Card,2024,10
Pay-539718,Inv-326896,2022-01-13,536473.77,Cash,2022,1
Pay-657262,Inv-326896,2022-02-10,1679541.5,Cash,2022,2
Pay-794913,Inv-326896,2022-02-02,47269.12,Upi,2022,2
Pay-946658,Inv-758820,2023-04-01,1411884.2,Cash,2023,4
Pay-869991,Inv-755401,2020-07-03,1531739.39,Upi,2020,7
Pay-448391,Inv-254888,2022-06-04,4883847.8,Credit Card,2022,6
Pay-888223,Inv-492761,2024-04-07,1550288.8,Cash,2024,4
Pay-791428,Inv-471656,2023-03-24,5097.6,Cheque,2023,3
Pay-236504,Inv-680113,2021-05-30,107621.27,Bank Transfer,2021,5
Pay-881892,Inv-424506,2021-07-26,3623692.8,Bank Transfer,2021,7
Pay-940696,Inv-934676,2023-02-14,185056.23,Upi,2023,2
Pay-960461,Inv-689470,2021-11-05,365883.49,Credit Card,2021,11
Pay-959807,Inv-689470,2021-11-10,581402.65,Credit Card,2021,11
Pay-693036,Inv-689470,2021-11-24,231006.45,Upi,2021,11
Pay-259766,Inv-872445,2021-04-24,468479.27,Credit Card,2021,4
Pay-126567,Inv-625884,2022-08-04,194688.0,Bank Transfer,2022,8
Pay-743203,Inv-743919,2020-05-21,1183246.0,Cheque,2020,5
Pay-721523,Inv-187941,2023-07-20,1258685.4,Cheque,2023,7
Pay-926493,Inv-476468,2020-02-07,493706.45,Bank Transfer,2020,2
Pay-106882,Inv-926402,2023-09-29,215040.0,Credit Card,2023,9
Pay-163213,Inv-840189,2019-10-28,2899465.0,Upi,2019,10
Pay-721243,Inv-836077,2020-07-24,1571718.0,Cash,2020,7
Pay-310575,Inv-650045,2019-12-31,228178.53,Cash,2019,12
Pay-889615,Inv-265390,2023-10-18,946176.0,Upi,2023,10
Pay-994535,Inv-190703,2023-08-30,1747878.8,Cheque,2023,8
Pay-688530,Inv-602250,2022-10-08,734720.0,Bank Transfer,2022,10
Pay-586213,Inv-145161,2023-08-01,668032.0,Cash,2023,8
Pay-447526,Inv-870272,2024-02-28,6289.24,Upi,2024,2
Pay-328988,Inv-356887,2022-11-27,470881.42,Credit Card,2022,11
Pay-676851,Inv-148040,2019-11-14,84623.64,Cash,2019,11
Pay-303591,Inv-148040,2019-10-21,178044.8,Credit Card,2019,10
Pay-303441,Inv-148040,2019-11-25,19051.55,Bank Transfer,2019,11
Pay-737081,Inv-702812,2024-04-07,737515.52,Cheque,2024,4
Pay-774524,Inv-485675,2019-03-26,1756238.8,Upi,2019,3
Pay-509601,Inv-173464,2021-01-12,313906.55,Credit Card,2021,1
Pay-159835,Inv-661536,2022-12-19,2269819.0,Upi,2022,12
Pay-902369,Inv-742321,2019-11-15,3412508.0,Bank Transfer,2019,11
Pay-208463,Inv-217488,2020-10-09,92630.0,Upi,2020,10
Pay-214937,Inv-279984,2019-07-11,3983555.0,Bank Transfer,2019,7
Pay-414046,Inv-468843,2021-11-01,1830144.0,Cash,2021,11
Pay-816332,Inv-458888,2024-01-11,1728336.0,Bank Transfer,2024,1
Pay-917590,Inv-832470,2023-02-10,1836810.0,Credit Card,2023,2
Pay-519247,Inv-355099,2019-12-28,1273317.6,Upi,2019,12
Pay-737854,Inv-685003,2020-07-27,1004874.6,Bank Transfer,2020,7
Pay-133741,Inv-293363,2022-08-08,952096.8,Bank Transfer,2022,8
Pay-904738,Inv-575487,2019-08-03,114475.91,Bank Transfer,2019,8
Pay-466770,Inv-757761,2024-12-18,172202.96,Upi,2024,12
Pay-829949,Inv-908353,2021-05-23,268842.19,Cheque,2021,5
Pay-620389,Inv-908353,2021-05-05,747620.01,Cash,2021,5
Pay-113448,Inv-210207,2022-06-07,2694961.8,Credit Card,2022,6
Pay-978231,Inv-620467,2020-09-18,701719.8,Upi,2020,9
Pay-429847,Inv-924876,2022-05-30,56064.0,Cash,2022,5
Pay-385380,Inv-111054,2019-09-05,365.8,Upi,2019,9
Pay-514605,Inv-118825,2022-08-10,1420032.0,Cash,2022,8
Pay-284606,Inv-183349,2022-04-06,3570936.6,Upi,2022,4
Pay-568668,Inv-643475,2023-09-30,3517731.2,Credit Card,2023,9
Pay-501948,Inv-766900,2021-01-08,614527.89,Upi,2021,1
Pay-860842,Inv-111054,2023-05-30,1527730.4,Cash,2023,5
Pay-983206,Inv-910463,2019-11-23,299630.0,Upi,2019,11
Pay-815285,Inv-596853,2020-05-08,5845552.0,Cash,2020,5
Pay-593769,Inv-770803,2025-01-09,966636.27,Cheque,2025,1
Pay-754646,Inv-999112,2020-09-05,2035547.2,Cash,2020,9
Pay-760482,Inv-379708,2020-11-28,720159.08,Cash,2020,11
Pay-444658,Inv-230401,2019-02-22,2694297.2,Upi,2019,2
Pay-822653,Inv-466797,2022-12-22,3232179.4,Credit Card,2022,12
Pay-804415,Inv-651752,2019-10-29,1269104.0,Upi,2019,10
Pay-808746,Inv-354372,2024-12-07,593813.95,Upi,2024,12
Pay-271842,Inv-919227,2019-04-13,1243777.0,Cheque,2019,4
Pay-821496,Inv-246278,2022-01-17,1043975.8,Bank Transfer,2022,1
Pay-868199,Inv-376819,2021-03-14,629509.38,Credit Card,2021,3
Pay-322923,Inv-376819,2021-03-30,185594.62,Bank Transfer,2021,3
Pay-694934,Inv-901223,2020-11-17,313600.0,Upi,2020,11
Pay-220109,Inv-733434,2022-11-26,27218.6,Credit Card,2022,11
Pay-851757,Inv-906130,2019-01-19,691002.8,Upi,2019,1
Pay-654335,Inv-274943,2023-05-13,26971.68,Upi,2023,5
Pay-651798,Inv-180769,2024-12-12,2446118.2,Upi,2024,12
Pay-873457,Inv-489726,2022-07-09,585514.63,Upi,2022,7
Pay-530425,Inv-489726,2022-07-22,449180.57,Cash,2022,7
Pay-848987,Inv-739613,2023-05-26,966500.2,Bank Transfer,2023,5
Pay-239664,Inv-745933,2019-07-29,979380.4,Bank Transfer,2019,7
Pay-207929,Inv-129676,2019-07-13,5442752.2,Cheque,2019,7
Pay-340607,Inv-433084,2024-08-15,4314174.4,Bank Transfer,2024,8
Pay-383146,Inv-399837,2022-04-07,2301064.84,Upi,2022,4
Pay-723264,Inv-399837,2022-04-13,2637030.96,Upi,2022,4
Pay-103150,Inv-438764,2023-02-13,2117300.4,Cheque,2023,2
Pay-229913,Inv-448894,2019-09-22,3373274.0,Upi,2019,9
Pay-510578,Inv-761397,2019-11-16,2887354.6,Bank Transfer,2019,11
Pay-953662,Inv-168476,2020-01-15,285933.55,Cheque,2020,1
Pay-439539,Inv-168476,2020-02-06,442123.05,Credit Card,2020,2
Pay-374587,Inv-904552,2024-12-30,1242462.0,Credit Card,2024,12
Pay-434909,Inv-886373,2020-08-16,1865698.6,Cash,2020,8
Pay-264799,Inv-715468,2024-09-06,1098487.61,Bank Transfer,2024,9
Pay-460848,Inv-483008,2020-12-17,5391462.6,Cash,2020,12
Pay-323629,Inv-460954,2019-05-23,159104.0,Cash,2019,5
Pay-596561,Inv-612114,2019-12-17,1223707.43,Upi,2019,12
Pay-690880,Inv-504780,2021-12-08,3367122.8,Cash,2021,12
Pay-206074,Inv-260419,2024-11-16,1995.2,Cheque,2024,11
Pay-814068,Inv-260419,2024-10-13,274020.8,Cash,2024,10
Pay-144625,Inv-667363,2019-11-25,4513792.0,Cheque,2019,11
Pay-352494,Inv-598895,2020-12-16,1704508.16,Cash,2020,12
Pay-595539,Inv-172788,2022-11-20,834006.52,Cash,2022,11
Pay-965893,Inv-626747,2021-10-22,1620778.2,Cash,2021,10
Pay-918051,Inv-632971,2023-01-25,1672081.8,Upi,2023,1
Pay-300543,Inv-484634,2021-11-15,2004432.6,Upi,2021,11
Pay-800214,Inv-125310,2019-05-04,1369705.0,Upi,2019,5
Pay-338538,Inv-295229,2021-05-28,224405.0,Cheque,2021,5
Pay-712659,Inv-399506,2022-08-17,24613.73,Upi,2022,8
Pay-178185,Inv-510138,2022-04-19,502912.0,Cash,2022,4
Pay-229949,Inv-434224,2024-02-27,151494.72,Cash,2024,2
Pay-753401,Inv-203073,2019-11-14,1956020.0,Bank Transfer,2019,11
Pay-252557,Inv-916166,2021-10-14,2206055.0,Bank Transfer,2021,10
Pay-161702,Inv-414370,2020-05-25,936468.0,Upi,2020,5
Pay-498351,Inv-531536,2022-02-19,71398.97,Upi,2022,2
Pay-243966,Inv-298320,2024-08-25,79828.42,Cheque,2024,8
Pay-331805,Inv-298320,2024-08-11,353256.38,Upi,2024,8
Pay-476152,Inv-402099,2021-09-23,151424.0,Cash,2021,9
Pay-635000,Inv-805529,2019-08-25,1318641.77,Bank Transfer,2019,8
Pay-436789,Inv-722178,2022-09-13,272836.99,Cash,2022,9
Pay-965782,Inv-722178,2022-09-26,689454.01,Upi,2022,9
Pay-878674,Inv-818031,2023-10-25,433664.0,Cash,2023,10
Pay-242741,Inv-703908,2019-05-31,2120505.6,Credit Card,2019,5
