po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total,order_date_year,order_date_month,expected_delivery_date_year,expected_delivery_date_month,received_date_year,received_date_month
Po-854372,Sup0007,Chn001,2024-09-25,2024-10-07,,Cancelled,23324760.17,6372357.8836,29697118.0536,2024,9,2024,10,,
Po-780204,Sup0004,Kol001,2024-08-29,2024-09-16,2024-09-16,Received,2226768.72,592383.2136,2819151.9336,2024,8,2024,9,2024.0,9.0
Po-393093,Sup0005,Pun001,2019-01-29,2019-02-26,2019-02-26,Received,9526117.52,2568119.7896,12094237.3096,2019,1,2019,2,2019.0,2.0
Po-876229,Sup0006,Hyd001,2020-05-31,2020-06-10,2020-06-10,Received,2909162.74,553011.6192,3462174.3592,2020,5,2020,6,2020.0,6.0
Po-781100,Sup0008,Kol001,2024-02-29,2024-03-26,2024-03-31,Received,34013739.61,9319861.5598,43333601.1698,2024,2,2024,3,2024.0,3.0
Po-783485,Sup0001,Kol001,2024-01-24,2024-02-12,2024-02-12,Received,9399444.07,2610049.6766000004,12009493.7466,2024,1,2024,2,2024.0,2.0
Po-202497,Sup0004,Del001,2019-03-21,2019-04-08,2019-04-06,Received,8920266.53,2421422.3464,11341688.8764,2019,3,2019,4,2019.0,4.0
Po-376692,Sup0002,Pun001,2022-06-09,2022-06-19,2022-06-19,Received,17594065.75,4734100.2930000005,22328166.043,2022,6,2022,6,2022.0,6.0
Po-811190,Sup0005,Pun001,2024-09-09,2024-10-07,2024-10-07,Received,34348230.8,9516309.815,43864540.615,2024,9,2024,10,2024.0,10.0
Po-169196,Sup0005,Kol001,2023-09-17,2023-10-15,2023-10-15,Received,25550072.42,7128366.0116,32678438.4316,2023,9,2023,10,2023.0,10.0
Po-548952,Sup0008,Del001,2020-12-04,2020-12-30,2020-12-30,Received,40865308.75,11367861.018,52233169.76800001,2020,12,2020,12,2020.0,12.0
Po-355315,Sup0007,Hyd001,2024-01-11,2024-01-23,2024-01-24,Received,32354548.110000003,8890600.163800001,41245148.2738,2024,1,2024,1,2024.0,1.0
Po-166506,Sup0005,Del001,2020-08-21,2020-09-18,,Cancelled,18093149.8,5066081.944,23159231.744,2020,8,2020,9,,
Po-869355,Sup0006,Chn001,2023-01-06,2023-01-16,2023-01-16,Received,2710384.71,719372.9118000001,3429757.6218000003,2023,1,2023,1,2023.0,1.0
Po-824019,Sup0008,Ahm001,2021-12-10,2022-01-05,2022-01-05,Received,1878662.19,518264.5892000001,2396926.7792,2021,12,2022,1,2022.0,1.0
Po-156607,Sup0005,Hyd001,2024-09-26,2024-10-24,2024-10-24,Received,7882726.04,2173612.8482000004,10056338.8882,2024,9,2024,10,2024.0,10.0
Po-881530,Sup0008,Chn001,2024-08-19,2024-09-14,2024-09-14,Received,27881055.79,7736579.852200001,35617635.6422,2024,8,2024,9,2024.0,9.0
Po-682720,Sup0002,Ahm001,2021-10-17,2021-10-27,,Cancelled,342942.37,61729.6266,404671.9966,2021,10,2021,10,,
Po-795145,Sup0005,Pun001,2023-06-24,2023-07-22,,Cancelled,17911507.62,4922689.656600001,22834197.276600003,2023,6,2023,7,,
Po-924270,Sup0001,Del001,2024-06-17,2024-07-06,,Cancelled,12443294.19,3427605.8882000004,15870900.0782,2024,6,2024,7,,
Po-834275,Sup0004,Pun001,2019-12-20,2020-01-07,2020-01-13,Received,4054021.05,1135125.894,5189146.944,2019,12,2020,1,2020.0,1.0
Po-498085,Sup0005,Pun001,2019-12-04,2020-01-01,2020-01-01,Received,47867506.66,13373285.0828,61240791.7428,2019,12,2020,1,2020.0,1.0
Po-675747,Sup0001,Del001,2022-09-04,2022-09-23,2022-09-25,Received,16471159.910000002,4588606.0738,21059765.9838,2022,9,2022,9,2022.0,9.0
Po-607227,Sup0007,Kol001,2022-07-14,2022-07-26,2022-07-26,Received,3410634.37,924411.5646,4335045.9346,2022,7,2022,7,2022.0,7.0
Po-376887,Sup0007,Chn001,2019-12-12,2019-12-24,2019-12-24,Received,7513115.46,2066198.1268,9579313.5868,2019,12,2019,12,2019.0,12.0
Po-393338,Sup0002,Chn001,2022-11-17,2022-11-27,,Cancelled,8142087.420000001,2150975.4056,10293062.825600002,2022,11,2022,11,,
Po-913457,Sup0007,Hyd001,2022-07-28,2022-08-09,2022-08-09,Received,34838845.64,9677312.969200002,44516158.6092,2022,7,2022,8,2022.0,8.0
Po-806445,Sup0008,Pun001,2024-10-18,2024-11-13,2024-11-13,Received,5419212.29,1416318.5002,6835530.790200001,2024,10,2024,11,2024.0,11.0
Po-477476,Sup0001,Chn001,2022-05-28,2022-06-16,2022-06-16,Received,9405042.43,2485183.1624000003,11890225.5924,2022,5,2022,6,2022.0,6.0
Po-811617,Sup0006,Kol001,2024-09-07,2024-09-17,2024-09-17,Received,8582813.030000001,2379295.1684000003,10962108.1984,2024,9,2024,9,2024.0,9.0
Po-787416,Sup0007,Chn001,2024-08-16,2024-08-28,2024-08-28,Received,18599652.0,4843894.269,23443546.269,2024,8,2024,8,2024.0,8.0
Po-315717,Sup0002,Hyd001,2022-06-02,2022-06-12,2022-06-12,Received,33881103.58,9300039.584400002,43181143.1644,2022,6,2022,6,2022.0,6.0
Po-304143,Sup0007,Pun001,2024-05-25,2024-06-06,2024-06-06,Received,1292307.53,354468.1014,1646775.6314,2024,5,2024,6,2024.0,6.0
Po-220872,Sup0008,Ahm001,2021-03-23,2021-04-18,2021-04-23,Received,1097649.54,197576.9172,1295226.4572,2021,3,2021,4,2021.0,4.0
Po-623174,Sup0005,Hyd001,2019-12-01,2019-12-29,2019-12-29,Received,4988733.57,1166818.2006,6155551.7706,2019,12,2019,12,2019.0,12.0
Po-532937,Sup0003,Pun001,2019-12-03,2019-12-19,2019-12-19,Received,12037223.4,3194396.687,15231620.087,2019,12,2019,12,2019.0,12.0
Po-427137,Sup0006,Chn001,2023-02-14,2023-02-24,2023-02-23,Received,508023.71,91444.2678,599467.9778,2023,2,2023,2,2023.0,2.0
Po-796257,Sup0007,Kol001,2021-10-22,2021-11-03,,Cancelled,13852446.58,3777579.6894,17630026.2694,2021,10,2021,11,,
Po-390899,Sup0005,Del001,2021-05-04,2021-06-01,2021-06-01,Received,8890589.0,2480900.62,11371489.62,2021,5,2021,6,2021.0,6.0
Po-588386,Sup0008,Pun001,2023-09-04,2023-09-30,2023-09-30,Received,19612010.27,5462496.766600001,25074507.0366,2023,9,2023,9,2023.0,9.0
Po-743637,Sup0003,Kol001,2021-01-17,2021-02-02,2021-02-02,Received,14399555.97,3716548.2096000006,18116104.1796,2021,1,2021,2,2021.0,2.0
Po-261375,Sup0003,Del001,2019-05-04,2019-05-20,2019-05-20,Received,269627.48,75495.69440000001,345123.1744,2019,5,2019,5,2019.0,5.0
Po-954063,Sup0006,Hyd001,2022-08-23,2022-09-02,,Cancelled,164176.31999999998,29551.737599999997,193728.0576,2022,8,2022,9,,
Po-149764,Sup0005,Ahm001,2024-07-08,2024-08-05,2024-08-05,Received,15943653.07,4434456.4636,20378109.5336,2024,7,2024,8,2024.0,8.0
Po-774888,Sup0004,Hyd001,2020-05-05,2020-05-23,2020-05-27,Received,28144104.56,7880349.276800001,36024453.8368,2020,5,2020,5,2020.0,5.0
Po-963984,Sup0004,Chn001,2024-02-12,2024-03-01,2024-03-01,Received,16125283.79,4466072.074200001,20591355.8642,2024,2,2024,3,2024.0,3.0
Po-162300,Sup0001,Kol001,2024-03-17,2024-04-05,2024-04-05,Received,6909755.74,1923012.8532,8832768.5932,2024,3,2024,4,2024.0,4.0
Po-336915,Sup0006,Del001,2022-09-01,2022-09-11,2022-09-11,Received,757816.6,204790.588,962607.188,2022,9,2022,9,2022.0,9.0
Po-872754,Sup0003,Ahm001,2024-08-02,2024-08-18,2024-08-18,Received,11265225.56,2980957.5588000007,14246183.1188,2024,8,2024,8,2024.0,8.0
Po-495119,Sup0003,Ahm001,2024-11-10,2024-11-26,2024-12-02,Received,1166892.3,326729.84400000004,1493622.144,2024,11,2024,11,2024.0,12.0
Po-605636,Sup0005,Chn001,2021-11-21,2021-12-19,2021-12-19,Received,6736608.04,1802725.5082,8539333.5482,2021,11,2021,12,2021.0,12.0
Po-147172,Sup0008,Ahm001,2022-05-16,2022-06-11,2022-06-11,Received,1001800.65,280504.182,1282304.832,2022,5,2022,6,2022.0,6.0
Po-907518,Sup0005,Pun001,2019-03-04,2019-04-01,2019-04-01,Received,1489442.58,417043.9224,1906486.5024,2019,3,2019,4,2019.0,4.0
Po-879451,Sup0006,Chn001,2023-12-01,2023-12-11,2023-12-11,Received,12654436.61,3391794.4108,16046231.020799998,2023,12,2023,12,2023.0,12.0
Po-480322,Sup0006,Kol001,2021-02-09,2021-02-19,2021-02-19,Received,16169413.25,4519514.69,20688927.94,2021,2,2021,2,2021.0,2.0
Po-525706,Sup0002,Chn001,2024-05-25,2024-06-04,2024-06-04,Received,325103.03,58518.5454,383621.5754,2024,5,2024,6,2024.0,6.0
Po-373522,Sup0001,Pun001,2021-02-06,2021-02-25,2021-02-25,Received,9014811.82,2524147.3096000003,11538959.1296,2021,2,2021,2,2021.0,2.0
Po-667885,Sup0001,Ahm001,2021-07-05,2021-07-24,2021-07-24,Received,4889957.9,1366942.5870000003,6256900.487000001,2021,7,2021,7,2021.0,7.0
Po-178475,Sup0002,Hyd001,2023-10-23,2023-11-02,2023-11-02,Received,16726948.35,4681212.927,21408161.277000003,2023,10,2023,11,2023.0,11.0
Po-309166,Sup0007,Hyd001,2021-09-22,2021-10-04,2021-10-04,Received,21243165.53,5743079.0164,26986244.5464,2021,9,2021,10,2021.0,10.0
Po-153883,Sup0005,Ahm001,2022-05-13,2022-06-10,2022-06-10,Received,17226432.54,4721416.1352,21947848.6752,2022,5,2022,6,2022.0,6.0
Po-324877,Sup0001,Ahm001,2020-06-04,2020-06-23,2020-06-23,Received,8765096.37,2411854.7516,11176951.1216,2020,6,2020,6,2020.0,6.0
Po-283400,Sup0004,Ahm001,2019-07-25,2019-08-12,2019-08-19,Received,8984238.290000001,2498400.0882000006,11482638.378200002,2019,7,2019,8,2019.0,8.0
Po-883301,Sup0001,Kol001,2023-08-07,2023-08-26,2023-08-26,Received,20894718.12,5833471.446599999,26728189.5666,2023,8,2023,8,2023.0,8.0
Po-125790,Sup0007,Kol001,2020-02-20,2020-03-03,2020-03-03,Received,38939369.13,10662682.5414,49602051.6714,2020,2,2020,3,2020.0,3.0
Po-945531,Sup0008,Kol001,2019-01-03,2019-01-29,2019-01-29,Received,31716888.26,8863148.990800003,40580037.250800006,2019,1,2019,1,2019.0,1.0
Po-643915,Sup0006,Ahm001,2023-07-18,2023-07-28,,Cancelled,22694986.5,5958040.872,28653027.372,2023,7,2023,7,,
Po-613581,Sup0005,Kol001,2024-11-10,2024-12-08,2024-12-14,Received,15246475.87,4180440.3786,19426916.2486,2024,11,2024,12,2024.0,12.0
Po-613655,Sup0003,Del001,2019-03-04,2019-03-20,2019-03-20,Received,9522822.38,2627203.5524000004,12150025.9324,2019,3,2019,3,2019.0,3.0
Po-128758,Sup0006,Kol001,2020-12-18,2020-12-28,2020-12-28,Received,42692636.96,11830336.2788,54522973.2388,2020,12,2020,12,2020.0,12.0
Po-941629,Sup0003,Del001,2019-06-14,2019-06-30,,Cancelled,2742996.6,768039.048,3511035.648,2019,6,2019,6,,
Po-613871,Sup0003,Hyd001,2022-12-21,2023-01-06,2023-01-06,Received,4839920.3,1352118.704,6192039.004,2022,12,2023,1,2023.0,1.0
Po-634836,Sup0008,Pun001,2022-04-09,2022-05-05,2022-05-06,Received,7100584.3,1896166.403,8996750.703000002,2022,4,2022,5,2022.0,5.0
Po-696031,Sup0008,Pun001,2019-05-11,2019-06-06,2019-06-11,Received,15246663.7,4241290.956,19487954.656,2019,5,2019,6,2019.0,6.0
Po-725339,Sup0003,Pun001,2024-05-19,2024-06-04,2024-06-04,Received,254078.16,45734.0688,299812.2288,2024,5,2024,6,2024.0,6.0
Po-878818,Sup0003,Hyd001,2019-01-06,2019-01-22,2019-01-22,Received,56228409.49,15692987.9722,71921397.4622,2019,1,2019,1,2019.0,1.0
Po-961714,Sup0002,Chn001,2021-07-02,2021-07-12,2021-07-12,Received,2785216.09,670035.9842000001,3455252.0742,2021,7,2021,7,2021.0,7.0
Po-224223,Sup0003,Pun001,2021-08-14,2021-08-30,2021-08-30,Received,15649104.66,4280318.8248000005,19929423.4848,2021,8,2021,8,2021.0,8.0
Po-924259,Sup0003,Chn001,2020-08-25,2020-09-10,2020-09-12,Received,38656792.46,10748392.2858,49405184.7458,2020,8,2020,9,2020.0,9.0
Po-205202,Sup0005,Del001,2024-11-24,2024-12-22,2024-12-22,Received,13952133.079999998,3843253.9264,17795387.0064,2024,11,2024,12,2024.0,12.0
Po-165099,Sup0001,Ahm001,2024-11-13,2024-12-02,2024-12-02,Received,5165776.01,1405179.2458,6570955.255799999,2024,11,2024,12,2024.0,12.0
Po-622474,Sup0001,Pun001,2024-02-06,2024-02-25,2024-03-01,Received,12094573.79,3369894.3642,15464468.1542,2024,2,2024,2,2024.0,3.0
Po-357452,Sup0005,Del001,2024-07-26,2024-08-23,2024-08-23,Received,12676116.38,3509577.7004000004,16185694.0804,2024,7,2024,8,2024.0,8.0
Po-423520,Sup0001,Pun001,2019-11-09,2019-11-28,2019-11-28,Received,15896666.68,4388607.0004,20285273.680400003,2019,11,2019,11,2019.0,11.0
Po-626613,Sup0003,Ahm001,2024-03-16,2024-04-01,2024-04-02,Received,27906506.2,7750776.104,35657282.304,2024,3,2024,4,2024.0,4.0
Po-447336,Sup0006,Pun001,2024-02-15,2024-02-25,,Cancelled,5914759.22,1518524.7516,7433283.971599999,2024,2,2024,2,,
Po-958235,Sup0001,Ahm001,2024-02-12,2024-03-02,2024-03-02,Received,52754909.78,14695752.835400002,67450662.6154,2024,2,2024,3,2024.0,3.0
Po-191461,Sup0007,Del001,2019-12-28,2020-01-09,2020-01-09,Received,21732431.58,6040463.820400001,27772895.4004,2019,12,2020,1,2020.0,1.0
Po-941900,Sup0007,Hyd001,2020-04-17,2020-04-29,2020-04-29,Received,19984553.220000003,5406389.055600001,25390942.2756,2020,4,2020,4,2020.0,4.0
Po-624788,Sup0006,Chn001,2020-02-22,2020-03-03,2020-03-03,Received,7542149.81,1740708.4788000002,9282858.2888,2020,2,2020,3,2020.0,3.0
Po-908961,Sup0006,Chn001,2022-11-08,2022-11-18,2022-11-18,Received,3673133.81,1024216.4938,4697350.3038,2022,11,2022,11,2022.0,11.0
Po-300885,Sup0004,Pun001,2019-08-07,2019-08-25,2019-08-25,Received,289122.4,52042.03199999999,341164.432,2019,8,2019,8,2019.0,8.0
Po-149676,Sup0005,Ahm001,2019-06-03,2019-07-01,2019-07-01,Received,10908461.36,2974223.9898,13882685.3498,2019,6,2019,7,2019.0,7.0
Po-245464,Sup0002,Hyd001,2024-01-05,2024-01-15,2024-01-21,Received,17088094.31,4567594.8288,21655689.138800003,2024,1,2024,1,2024.0,1.0
Po-651999,Sup0006,Chn001,2021-12-30,2022-01-09,2022-01-09,Received,12519545.27,3473357.6276,15992902.8976,2021,12,2022,1,2022.0,1.0
Po-530739,Sup0005,Kol001,2022-09-13,2022-10-11,2022-10-11,Received,4122327.85,1099027.756,5221355.606000001,2022,9,2022,10,2022.0,10.0
Po-617476,Sup0003,Del001,2020-07-03,2020-07-19,2020-07-22,Received,3642628.76,830177.4648,4472806.2248,2020,7,2020,7,2020.0,7.0
Po-891586,Sup0002,Kol001,2020-01-16,2020-01-26,2020-01-26,Received,2152392.45,602669.886,2755062.336,2020,1,2020,1,2020.0,1.0
Po-349940,Sup0007,Hyd001,2022-03-01,2022-03-13,2022-03-13,Received,406483.3,81859.89799999999,488343.198,2022,3,2022,3,2022.0,3.0
Po-265889,Sup0006,Hyd001,2023-02-01,2023-02-11,2023-02-11,Received,32035425.31,8755767.9238,40791193.2338,2023,2,2023,2,2023.0,2.0
Po-503962,Sup0008,Chn001,2019-08-27,2019-09-22,2019-09-22,Received,17179364.8,4762642.8610000005,21942007.661,2019,8,2019,9,2019.0,9.0
Po-112928,Sup0008,Hyd001,2022-03-15,2022-04-10,2022-04-10,Received,3311464.6,716731.468,4028196.068,2022,3,2022,4,2022.0,4.0
Po-769905,Sup0002,Kol001,2024-07-12,2024-07-22,2024-07-22,Received,1798946.66,344962.99879999994,2143909.6588,2024,7,2024,7,2024.0,7.0
Po-312435,Sup0001,Del001,2022-09-15,2022-10-04,2022-10-04,Received,15259767.56,4269607.3858,19529374.9458,2022,9,2022,10,2022.0,10.0
Po-566835,Sup0006,Ahm001,2021-04-29,2021-05-09,2021-05-12,Received,22973545.46,6153794.2298,29127339.6898,2021,4,2021,5,2021.0,5.0
Po-990057,Sup0004,Pun001,2024-09-29,2024-10-17,2024-10-17,Received,23931726.21,6528906.580800001,30460632.7908,2024,9,2024,10,2024.0,10.0
Po-938077,Sup0007,Pun001,2023-03-15,2023-03-27,2023-03-27,Received,2785992.88,780078.0064000001,3566070.8864,2023,3,2023,3,2023.0,3.0
Po-477668,Sup0001,Kol001,2020-08-19,2020-09-07,2020-09-07,Received,35346840.730000004,9875968.1344,45222808.8644,2020,8,2020,9,2020.0,9.0
Po-665242,Sup0008,Pun001,2021-07-16,2021-08-11,2021-08-11,Received,38072648.07,10565538.096600002,48638186.1666,2021,7,2021,8,2021.0,8.0
Po-922511,Sup0003,Chn001,2024-09-29,2024-10-15,2024-10-22,Received,2906619.26,776768.0328000002,3683387.2928,2024,9,2024,10,2024.0,10.0
Po-615991,Sup0008,Pun001,2019-03-08,2019-04-03,2019-04-03,Received,1398655.44,391623.5232,1790278.9632,2019,3,2019,4,2019.0,4.0
Po-250126,Sup0004,Hyd001,2020-05-17,2020-06-04,2020-06-04,Received,16255689.42,4517724.2336,20773413.6536,2020,5,2020,6,2020.0,6.0
Po-967600,Sup0006,Ahm001,2023-08-25,2023-09-04,2023-09-04,Received,33099724.44,9003621.094200002,42103345.534200005,2023,8,2023,9,2023.0,9.0
Po-441057,Sup0002,Ahm001,2022-09-12,2022-09-22,2022-09-22,Received,5671639.9,1503838.2630000005,7175478.163000001,2022,9,2022,9,2022.0,9.0
Po-860117,Sup0008,Del001,2023-02-27,2023-03-25,2023-03-31,Received,50715998.72,14147187.5726,64863186.2926,2023,2,2023,3,2023.0,3.0
Po-953362,Sup0004,Del001,2020-05-11,2020-05-29,2020-05-29,Received,10590642.590000002,2834495.0192000004,13425137.609200004,2020,5,2020,5,2020.0,5.0
Po-906908,Sup0006,Hyd001,2024-05-25,2024-06-04,2024-06-04,Received,9332970.48,2453208.9704,11786179.4504,2024,5,2024,6,2024.0,6.0
Po-955807,Sup0006,Kol001,2024-11-23,2024-12-03,2024-12-03,Received,18111209.86,4997199.7568000015,23108409.616800003,2024,11,2024,12,2024.0,12.0
Po-146330,Sup0002,Pun001,2024-05-26,2024-06-05,2024-06-05,Received,6115134.74,1595600.8142,7710735.554200001,2024,5,2024,6,2024.0,6.0
Po-490541,Sup0005,Chn001,2024-03-09,2024-04-06,2024-04-06,Received,20037068.86,5610379.280800001,25647448.1408,2024,3,2024,4,2024.0,4.0
Po-165876,Sup0006,Pun001,2021-05-15,2021-05-25,2021-05-25,Received,5726378.01,1561216.4008000002,7287594.410800001,2021,5,2021,5,2021.0,5.0
Po-501753,Sup0001,Pun001,2021-10-09,2021-10-28,2021-10-28,Received,42537958.76,11821035.632800002,54358994.3928,2021,10,2021,10,2021.0,10.0
Po-514596,Sup0003,Chn001,2019-04-18,2019-05-04,2019-05-08,Received,1435600.53,401968.14840000006,1837568.6784,2019,4,2019,5,2019.0,5.0
Po-236949,Sup0005,Hyd001,2021-03-10,2021-04-07,2021-04-06,Received,8952165.71,2412480.0618000003,11364645.7718,2021,3,2021,4,2021.0,4.0
Po-185163,Sup0004,Ahm001,2024-04-10,2024-04-28,2024-04-28,Received,3999007.63,1024454.8924,5023462.5224,2024,4,2024,4,2024.0,4.0
Po-630518,Sup0007,Del001,2020-05-02,2020-05-14,2020-05-14,Received,5775543.23,1549721.3084000002,7325264.538400001,2020,5,2020,5,2020.0,5.0
Po-109596,Sup0001,Del001,2022-06-13,2022-07-02,2022-07-02,Received,16607602.58,4397710.0104,21005312.5904,2022,6,2022,7,2022.0,7.0
Po-697557,Sup0003,Chn001,2019-08-04,2019-08-20,2019-08-20,Received,9636151.739999998,2694825.8832000005,12330977.6232,2019,8,2019,8,2019.0,8.0
Po-633339,Sup0005,Kol001,2024-03-18,2024-04-15,2024-04-15,Received,9231371.1,2505184.1380000003,11736555.237999998,2024,3,2024,4,2024.0,4.0
Po-998515,Sup0005,Hyd001,2024-12-10,2025-01-07,2025-01-07,Received,15336847.58,4228790.346400001,19565637.9264,2024,12,2025,1,2025.0,1.0
Po-498335,Sup0008,Kol001,2021-07-24,2021-08-19,2021-08-19,Received,26081217.3,7296421.044,33377638.344,2021,7,2021,8,2021.0,8.0
Po-730944,Sup0001,Chn001,2022-06-09,2022-06-28,2022-06-28,Received,16029027.22,4429852.510600001,20458879.7306,2022,6,2022,6,2022.0,6.0
Po-321420,Sup0007,Pun001,2022-05-25,2022-06-06,2022-06-06,Received,41094765.330000006,11432847.403400004,52527612.7334,2022,5,2022,6,2022.0,6.0
Po-666872,Sup0002,Chn001,2020-02-29,2020-03-10,2020-03-10,Received,28684617.35,7974283.164000001,36658900.514,2020,2,2020,3,2020.0,3.0
Po-785093,Sup0006,Pun001,2023-08-09,2023-08-19,2023-08-19,Received,1448381.6,260708.688,1709090.288,2023,8,2023,8,2023.0,8.0
Po-246636,Sup0002,Hyd001,2023-12-01,2023-12-11,2023-12-11,Received,610984.4500000001,109977.201,720961.6510000001,2023,12,2023,12,2023.0,12.0
Po-405639,Sup0004,Del001,2021-10-31,2021-11-18,2021-11-18,Received,4269637.5,1195498.5,5465136.0,2021,10,2021,11,2021.0,11.0
Po-441085,Sup0001,Kol001,2020-12-14,2021-01-02,2021-01-04,Received,9713195.1,2567329.424,12280524.524,2020,12,2021,1,2021.0,1.0
Po-559783,Sup0002,Kol001,2020-06-06,2020-06-16,2020-06-16,Received,10333428.44,2538035.7182,12871464.1582,2020,6,2020,6,2020.0,6.0
Po-607898,Sup0007,Hyd001,2024-08-26,2024-09-07,2024-09-04,Received,18555532.35,4976487.931000001,23532020.281000003,2024,8,2024,9,2024.0,9.0
Po-821627,Sup0007,Chn001,2019-11-22,2019-12-04,2019-12-04,Received,1074506.33,295543.7444000001,1370050.0744,2019,11,2019,12,2019.0,12.0
Po-516067,Sup0003,Del001,2022-05-23,2022-06-08,2022-06-08,Received,5985121.279999999,1669778.1744,7654899.4544,2022,5,2022,6,2022.0,6.0
Po-471192,Sup0005,Kol001,2021-05-10,2021-06-07,2021-06-07,Received,4525466.88,1267130.7264,5792597.6064,2021,5,2021,6,2021.0,6.0
Po-870686,Sup0004,Chn001,2022-11-07,2022-11-25,2022-11-24,Received,13185900.84,3590903.3092000005,16776804.149200002,2022,11,2022,11,2022.0,11.0
Po-723100,Sup0005,Pun001,2021-02-13,2021-03-13,2021-03-13,Received,19027772.84,5283744.624200001,24311517.4642,2021,2,2021,3,2021.0,3.0
Po-480501,Sup0007,Pun001,2024-04-10,2024-04-22,2024-04-22,Received,2501650.54,698078.9532,3199729.4932,2024,4,2024,4,2024.0,4.0
Po-685895,Sup0007,Kol001,2019-08-15,2019-08-27,2019-08-29,Received,20930526.43,5826680.958400001,26757207.3884,2019,8,2019,8,2019.0,8.0
Po-386045,Sup0004,Pun001,2021-01-17,2021-02-04,2021-02-04,Received,19549100.55,5451612.220000001,25000712.770000003,2021,1,2021,2,2021.0,2.0
Po-614771,Sup0008,Kol001,2022-10-31,2022-11-26,2022-11-26,Received,5502510.600000001,1506905.118,7009415.718,2022,10,2022,11,2022.0,11.0
Po-302599,Sup0005,Ahm001,2024-04-25,2024-05-23,2024-05-23,Received,6034279.55,1661697.18,7695976.729999999,2024,4,2024,5,2024.0,5.0
Po-105318,Sup0006,Hyd001,2020-03-04,2020-03-14,2020-03-14,Received,17510669.03,4491358.775400001,22002027.805400003,2020,3,2020,3,2020.0,3.0
Po-293919,Sup0004,Ahm001,2023-05-22,2023-06-09,2023-06-09,Received,6931011.130000001,1824538.6414000003,8755549.7714,2023,5,2023,6,2023.0,6.0
Po-650965,Sup0003,Pun001,2021-10-21,2021-11-06,2021-11-06,Received,22424528.49,6199730.1192000015,28624258.6092,2021,10,2021,11,2021.0,11.0
Po-175589,Sup0005,Del001,2021-10-16,2021-11-13,2021-11-13,Received,16466132.439999998,4566087.3002,21032219.7402,2021,10,2021,11,2021.0,11.0
Po-838597,Sup0002,Pun001,2024-09-13,2024-09-23,,Cancelled,12223712.15,3413281.307,15636993.457,2024,9,2024,9,,
Po-101538,Sup0008,Kol001,2022-08-09,2022-09-04,2022-09-07,Received,2690767.37,726831.2096000001,3417598.5796000003,2022,8,2022,9,2022.0,9.0
Po-942193,Sup0007,Ahm001,2023-04-04,2023-04-16,,Cancelled,39031859.06,10865710.746800002,49897569.8068,2023,4,2023,4,,
Po-252470,Sup0004,Ahm001,2019-12-04,2019-12-22,2019-12-24,Received,7354037.289999999,2051239.1382,9405276.4282,2019,12,2019,12,2019.0,12.0
Po-899980,Sup0001,Chn001,2020-06-20,2020-07-09,2020-07-09,Received,28374347.9,7841435.126,36215783.026,2020,6,2020,7,2020.0,7.0
Po-597788,Sup0007,Chn001,2021-07-21,2021-08-02,2021-08-02,Received,6578293.26,1841922.1128,8420215.3728,2021,7,2021,8,2021.0,8.0
Po-427103,Sup0006,Ahm001,2021-09-22,2021-10-02,2021-10-02,Received,17351111.07,4591752.5376,21942863.607600003,2021,9,2021,10,2021.0,10.0
Po-732848,Sup0007,Pun001,2021-06-06,2021-06-18,2021-06-18,Received,18143123.97,5004542.351600001,23147666.3216,2021,6,2021,6,2021.0,6.0
Po-833978,Sup0006,Del001,2021-07-19,2021-07-29,2021-07-29,Received,30507259.110000003,8488043.020800002,38995302.1308,2021,7,2021,7,2021.0,7.0
Po-121021,Sup0008,Del001,2024-12-09,2025-01-04,2025-01-04,Received,12085557.96,3368432.6328000003,15453990.5928,2024,12,2025,1,2025.0,1.0
Po-296523,Sup0002,Pun001,2023-04-26,2023-05-06,2023-05-06,Received,24253435.26,6675376.047800001,30928811.3078,2023,4,2023,5,2023.0,5.0
Po-592635,Sup0001,Chn001,2022-03-30,2022-04-18,2022-04-18,Received,14977443.44,4134839.0502,19112282.4902,2022,3,2022,4,2022.0,4.0
Po-681876,Sup0002,Chn001,2024-03-08,2024-03-18,2024-03-18,Received,4087289.58,1112306.7933999998,5199596.3734,2024,3,2024,3,2024.0,3.0
Po-663051,Sup0007,Hyd001,2019-08-22,2019-09-03,2019-09-03,Received,35129361.910000004,9813728.5348,44943090.4448,2019,8,2019,9,2019.0,9.0
Po-612619,Sup0008,Chn001,2022-11-21,2022-12-17,2022-12-17,Received,7202450.0,2016686.0,9219136.0,2022,11,2022,12,2022.0,12.0
Po-375238,Sup0006,Hyd001,2021-11-28,2021-12-08,2021-12-13,Received,4540808.640000001,1258804.6632000003,5799613.3032,2021,11,2021,12,2021.0,12.0
Po-941968,Sup0001,Ahm001,2020-09-11,2020-09-30,2020-09-30,Received,41777366.29,11513384.2272,53290750.5172,2020,9,2020,9,2020.0,9.0
Po-915271,Sup0002,Ahm001,2021-11-27,2021-12-07,2021-12-05,Received,12195065.97,3384664.3546,15579730.3246,2021,11,2021,12,2021.0,12.0
Po-414852,Sup0007,Del001,2020-07-01,2020-07-13,,Cancelled,14061273.8,3869383.588,17930657.388,2020,7,2020,7,,
Po-750694,Sup0008,Hyd001,2023-05-22,2023-06-17,2023-06-17,Received,18063372.58,4701933.3514,22765305.9314,2023,5,2023,6,2023.0,6.0
