invoice_id,so_id,customer_id,branch_id,invoice_date,due_date,total_order_value,total_gst_amount,grand_total,payment_status,invoice_date_year,invoice_date_month,due_date_year,due_date_month
Inv-731923,So-360018,C0101,Chn001,2020-12-14,2021-02-12,669600,184113.00000000003,853713.0,Paid,2020,12,2021,2
Inv-220557,So-828073,C0353,Del001,2020-11-13,2021-01-12,870400,242062.00000000003,1112462.0,Paid,2020,11,2021,1
Inv-610311,So-207632,C0125,Hyd001,2019-07-25,2019-08-24,79650,14337.0,93987.0,Paid,2019,7,2019,8
Inv-589052,So-217122,C0112,Hyd001,2022-05-31,2022-07-15,822590,225586.2,1048176.2,Partially Paid,2022,5,2022,7
Inv-594381,So-101333,C0371,Hyd001,2024-10-02,2024-10-17,3568950,997176.0,4566126.0,Paid,2024,10,2024,10
Inv-630098,So-958828,C0219,Pun001,2020-07-03,2020-09-01,869320,238837.60000000003,1108157.6,Paid,2020,7,2020,9
Inv-838274,So-935495,C0484,Ahm001,2019-02-19,2019-04-20,1105770,294378.6000000001,1400148.6,Paid,2019,2,2019,4
Inv-299064,So-826059,C0407,Hyd001,2019-03-07,2019-04-21,3577620,980791.6,4558411.6,Partially Paid,2019,3,2019,4
Inv-217469,So-280087,C0410,Hyd001,2021-07-23,2021-08-22,552750,152815.00000000003,705565.0,Paid,2021,7,2021,8
Inv-875360,So-804899,C0098,Kol001,2019-12-15,2020-01-14,3121950,854811.0000000001,3976761.0,Paid,2019,12,2020,1
Inv-397726,So-859052,C0463,Ahm001,2021-09-20,2021-10-05,940640,249825.20000000004,1190465.2,Partially Paid,2021,9,2021,10
Inv-774611,So-895516,C0366,Kol001,2021-02-27,2021-03-29,1387770,375233.6,1763003.6,Partially Paid,2021,2,2021,3
Inv-135381,So-271067,C0241,Ahm001,2019-05-22,2019-07-21,2989920,801565.6000000001,3791485.6,Paid,2019,5,2019,7
Inv-241017,So-875599,C0069,Del001,2020-12-04,2020-12-19,2344780,640545.4000000001,2985325.4,Paid,2020,12,2020,12
Inv-329104,So-842351,C0067,Ahm001,2024-06-13,2024-06-28,378100,87508.0,465608.0,Paid,2024,6,2024,6
Inv-489589,So-746042,C0268,Pun001,2024-04-22,2024-06-21,614500,170310.00000000003,784810.0,Paid,2024,4,2024,6
Inv-347009,So-126525,C0142,Ahm001,2021-11-30,2022-01-29,2719420,760515.6000000001,3479935.6,Partially Paid,2021,11,2022,1
Inv-948216,So-866936,C0406,Pun001,2023-06-06,2023-07-06,85350,20263.0,105613.0,Unpaid,2023,6,2023,7
Inv-682799,So-609887,C0379,Chn001,2021-11-13,2021-12-13,1575220,438239.6,2013459.6,Partially Paid,2021,11,2021,12
Inv-152752,So-810463,C0226,Ahm001,2023-10-07,2023-11-06,993540,269772.2,1263312.2,Unpaid,2023,10,2023,11
Inv-725065,So-607599,C0482,Kol001,2021-01-20,2021-03-21,1471800,395784.0,1867584.0,Unpaid,2021,1,2021,3
Inv-953715,So-260686,C0428,Del001,2022-11-10,2023-01-09,1810680,505622.4,2316302.4,Paid,2022,11,2023,1
Inv-677496,So-457625,C0398,Hyd001,2024-08-20,2024-09-19,992510,271511.80000000005,1264021.8,Partially Paid,2024,8,2024,9
Inv-155965,So-646572,C0450,Kol001,2020-08-08,2020-09-07,23200,4176.0,27376.0,Paid,2020,8,2020,9
Inv-740010,So-848959,C0233,Kol001,2023-06-20,2023-08-04,1942030,520505.4,2462535.4,Partially Paid,2023,6,2023,8
Inv-139274,So-708125,C0283,Chn001,2024-01-11,2024-02-10,937800,259104.00000000003,1196904.0,Partially Paid,2024,1,2024,2
Inv-578747,So-962927,C0011,Kol001,2019-01-16,2019-03-17,988500,270330.0,1258830.0,Paid,2019,1,2019,3
Inv-938913,So-809997,C0017,Chn001,2021-04-21,2021-05-06,1499700,418276.00000000006,1917976.0,Partially Paid,2021,4,2021,5
Inv-780074,So-846047,C0185,Pun001,2023-10-12,2023-11-11,45000,8100.0,53100.0,Paid,2023,10,2023,11
Inv-525010,So-595023,C0422,Hyd001,2024-02-05,2024-04-05,796000,222880.00000000003,1018880.0,Paid,2024,2,2024,4
Inv-115367,So-260805,C0465,Chn001,2019-04-23,2019-05-23,899450,242541.00000000003,1141991.0,Paid,2019,4,2019,5
Inv-430855,So-240139,C0220,Kol001,2021-07-02,2021-08-31,1344800,373594.00000000006,1718394.0,Paid,2021,7,2021,8
Inv-354911,So-726691,C0385,Ahm001,2019-08-27,2019-10-11,802210,222342.8,1024552.8,Paid,2019,8,2019,10
Inv-498231,So-611300,C0108,Ahm001,2023-07-23,2023-08-22,842760,235276.8,1078036.8,Partially Paid,2023,7,2023,8
Inv-873320,So-746066,C0417,Kol001,2023-01-30,2023-03-01,1124000,311120.0,1435120.0,Paid,2023,1,2023,3
Inv-206764,So-585740,C0316,Kol001,2023-11-15,2023-12-30,89400,25032.0,114432.0,Paid,2023,11,2023,12
Inv-917340,So-417008,C0153,Pun001,2019-01-20,2019-02-19,713610,198249.8,911859.8,Partially Paid,2019,1,2019,2
Inv-326879,So-416816,C0128,Ahm001,2024-06-18,2024-08-17,1461600,382403.00000000006,1844003.0,Paid,2024,6,2024,8
Inv-209757,So-837554,C0284,Kol001,2020-07-15,2020-09-13,985620,273521.60000000003,1259141.6,Paid,2020,7,2020,9
Inv-650653,So-766027,C0371,Hyd001,2021-02-23,2021-03-10,534650,149427.0,684077.0,Partially Paid,2021,2,2021,3
Inv-136340,So-600756,C0239,Chn001,2022-02-22,2022-04-23,804660,222508.8,1027168.8,Paid,2022,2,2022,4
Inv-158396,So-505210,C0481,Chn001,2020-09-23,2020-10-23,1896250,524565.0,2420815.0,Partially Paid,2020,9,2020,10
Inv-559723,So-354617,C0093,Chn001,2020-10-16,2020-11-15,1179900,329212.00000000006,1509112.0,Paid,2020,10,2020,11
Inv-661260,So-302919,C0134,Ahm001,2020-06-28,2020-08-27,251000,70280.0,321280.0,Paid,2020,6,2020,8
Inv-543934,So-324979,C0463,Ahm001,2024-04-25,2024-05-10,581040,144862.2,725902.2,Paid,2024,4,2024,5
Inv-596652,So-369347,C0188,Pun001,2021-01-19,2021-02-18,1184490,330903.20000000007,1515393.2,Paid,2021,1,2021,2
Inv-252825,So-427503,C0316,Kol001,2019-08-16,2019-09-30,1746620,454136.6000000001,2200756.6,Paid,2019,8,2019,9
Inv-810542,So-312593,C0298,Chn001,2023-07-01,2023-07-31,1718510,466621.8000000001,2185131.8,Paid,2023,7,2023,7
Inv-306709,So-543018,C0417,Kol001,2021-06-14,2021-07-14,1228270,338113.60000000003,1566383.6,Paid,2021,6,2021,7
Inv-570383,So-217773,C0264,Pun001,2021-06-06,2021-08-05,3159570,883577.6000000001,4043147.6,Paid,2021,6,2021,8
Inv-819508,So-943495,C0472,Chn001,2021-12-19,2022-02-02,82400,18752.0,101152.0,Paid,2021,12,2022,2
Inv-489536,So-363658,C0432,Hyd001,2023-02-02,2023-03-04,998800,279664.00000000006,1278464.0,Paid,2023,2,2023,3
Inv-192362,So-706578,C0207,Kol001,2023-11-13,2023-12-13,4728780,1313410.4,6042190.4,Unpaid,2023,11,2023,12
Inv-508991,So-907591,C0235,Chn001,2022-11-10,2022-12-10,2932290,814192.2,3746482.2,Partially Paid,2022,11,2022,12
Inv-176317,So-359520,C0290,Ahm001,2024-08-02,2024-09-01,273150,73257.0,346407.0,Paid,2024,8,2024,9
Inv-565433,So-272578,C0158,Kol001,2019-05-24,2019-06-23,2115990,580728.2000000001,2696718.2,Paid,2019,5,2019,6
Inv-237705,So-991894,C0233,Kol001,2023-05-01,2023-06-15,76480,17196.4,93676.4,Unpaid,2023,5,2023,6
Inv-814764,So-961298,C0478,Del001,2020-06-21,2020-07-21,1282070,350002.60000000003,1632072.6,Paid,2020,6,2020,7
Inv-602416,So-590982,C0112,Hyd001,2019-07-11,2019-08-25,84030,23180.4,107210.4,Partially Paid,2019,7,2019,8
Inv-924735,So-178499,C0484,Ahm001,2024-11-14,2025-01-13,3871950,1063006.0,4934956.0,Paid,2024,11,2025,1
Inv-122060,So-278421,C0119,Del001,2024-04-12,2024-06-11,47700,11036.0,58736.0,Partially Paid,2024,4,2024,6
Inv-932542,So-148202,C0302,Ahm001,2022-05-23,2022-06-07,213480,59136.40000000001,272616.4,Paid,2022,5,2022,6
Inv-767735,So-256246,C0271,Hyd001,2020-11-02,2020-12-02,1698640,452075.20000000007,2150715.2,Paid,2020,11,2020,12
Inv-479387,So-204151,C0142,Ahm001,2023-01-07,2023-03-08,170140,30625.2,200765.2,Paid,2023,1,2023,3
Inv-872401,So-333241,C0411,Hyd001,2020-01-02,2020-02-01,1135500,313570.0,1449070.0,Paid,2020,1,2020,2
Inv-375506,So-452728,C0011,Kol001,2023-11-19,2024-01-18,1498380,405998.4000000001,1904378.4,Paid,2023,11,2024,1
Inv-529198,So-355719,C0292,Ahm001,2020-07-05,2020-07-20,716350,197968.00000000003,914318.0,Paid,2020,7,2020,7
Inv-139944,So-465669,C0058,Pun001,2024-05-23,2024-06-07,496090,136316.2,632406.2,Paid,2024,5,2024,6
Inv-929363,So-831640,C0377,Chn001,2022-03-01,2022-04-15,2137680,583862.4,2721542.4,Paid,2022,3,2022,4
Inv-472610,So-181860,C0333,Hyd001,2021-02-22,2021-03-09,930150,256797.0,1186947.0,Partially Paid,2021,2,2021,3
Inv-167979,So-988624,C0303,Ahm001,2019-10-14,2019-11-28,206950,57946.00000000001,264896.0,Paid,2019,10,2019,11
Inv-251012,So-295609,C0007,Pun001,2019-08-11,2019-09-25,570080,158254.40000000002,728334.4,Paid,2019,8,2019,9
Inv-795399,So-436044,C0468,Hyd001,2024-03-02,2024-05-01,2364750,648300.0000000001,3013050.0,Paid,2024,3,2024,5
Inv-754640,So-405348,C0272,Del001,2023-12-01,2024-01-15,3800740,1060973.2000000002,4861713.2,Paid,2023,12,2024,1
Inv-594823,So-488580,C0424,Ahm001,2022-10-23,2022-12-07,334000,93520.0,427520.0,Partially Paid,2022,10,2022,12
Inv-225959,So-759824,C0395,Kol001,2021-09-10,2021-10-25,1277030,341685.4,1618715.4,Paid,2021,9,2021,10
Inv-462037,So-232828,C0334,Chn001,2020-06-05,2020-06-20,1176120,319511.60000000003,1495631.6,Paid,2020,6,2020,6
Inv-280776,So-799835,C0248,Pun001,2021-10-08,2021-11-07,1621900,443862.0,2065762.0,Unpaid,2021,10,2021,11
Inv-724727,So-282819,C0299,Chn001,2020-12-21,2021-01-20,193700,54236.00000000001,247936.0,Paid,2020,12,2021,1
Inv-774131,So-456706,C0481,Chn001,2022-12-14,2023-01-13,2048430,570017.4000000001,2618447.4,Paid,2022,12,2023,1
Inv-991123,So-823975,C0186,Kol001,2023-06-21,2023-07-21,1945630,539438.4,2485068.4,Paid,2023,6,2023,7
Inv-221288,So-725627,C0408,Hyd001,2020-01-01,2020-03-01,868320,225897.60000000003,1094217.6,Paid,2020,1,2020,3
Inv-909845,So-479035,C0378,Del001,2019-03-06,2019-04-05,39250,7065.0,46315.0,Paid,2019,3,2019,4
Inv-112288,So-488579,C0334,Chn001,2023-12-09,2023-12-24,829010,211946.8,1040956.8,Unpaid,2023,12,2023,12
Inv-390387,So-126063,C0339,Chn001,2023-08-31,2023-09-30,9360,1684.8,11044.8,Paid,2023,8,2023,9
Inv-349120,So-305497,C0267,Hyd001,2020-11-16,2021-01-15,227360,62894.80000000001,290254.8,Paid,2020,11,2021,1
Inv-385565,So-716125,C0212,Pun001,2022-10-26,2022-11-10,497160,139048.80000000002,636208.8,Partially Paid,2022,10,2022,11
Inv-779500,So-275743,C0257,Del001,2024-02-21,2024-04-06,390300,107484.0,497784.0,Partially Paid,2024,2,2024,4
Inv-269916,So-132392,C0240,Hyd001,2022-04-25,2022-05-25,535410,135783.80000000002,671193.8,Paid,2022,4,2022,5
Inv-796496,So-631796,C0183,Ahm001,2019-07-22,2019-08-21,1122260,311501.80000000005,1433761.8,Paid,2019,7,2019,8
Inv-851708,So-456136,C0311,Del001,2020-06-15,2020-07-30,1478050,402489.00000000006,1880539.0,Paid,2020,6,2020,7
Inv-290739,So-709045,C0045,Kol001,2023-07-26,2023-09-24,934370,246136.60000000003,1180506.6,Partially Paid,2023,7,2023,9
Inv-443720,So-939762,C0222,Del001,2024-11-25,2024-12-25,104700,29316.000000000004,134016.0,Paid,2024,11,2024,12
Inv-884360,So-346156,C0464,Ahm001,2021-01-31,2021-03-17,108700,21256.0,129956.0,Paid,2021,1,2021,3
Inv-953871,So-710176,C0458,Ahm001,2023-06-16,2023-07-16,889050,232194.00000000003,1121244.0,Unpaid,2023,6,2023,7
Inv-437263,So-624812,C0495,Ahm001,2024-05-07,2024-06-21,594340,163121.2,757461.2,Partially Paid,2024,5,2024,6
Inv-449849,So-836546,C0027,Ahm001,2022-10-30,2022-12-14,1349880,376558.4,1726438.4,Paid,2022,10,2022,12
Inv-173223,So-379416,C0001,Kol001,2019-02-08,2019-03-10,1593000,445460.00000000006,2038460.0,Paid,2019,2,2019,3
Inv-245225,So-886689,C0146,Ahm001,2024-12-31,2025-03-01,1682050,467859.00000000006,2149909.0,Paid,2024,12,2025,3
Inv-142893,So-300174,C0153,Pun001,2019-02-28,2019-03-30,219000,61320.00000000001,280320.0,Paid,2019,2,2019,3
Inv-805859,So-881498,C0494,Chn001,2020-01-20,2020-03-05,1374570,380957.6000000001,1755527.6,Paid,2020,1,2020,3
Inv-564594,So-467731,C0495,Ahm001,2023-01-11,2023-02-25,1329000,371870.0,1700870.0,Partially Paid,2023,1,2023,2
Inv-401727,So-837903,C0104,Kol001,2020-06-05,2020-08-04,629470,164124.6,793594.6000000001,Paid,2020,6,2020,8
Inv-697269,So-663708,C0377,Chn001,2019-02-21,2019-04-07,3664600,1015818.0,4680418.0,Paid,2019,2,2019,4
Inv-518089,So-168764,C0293,Pun001,2020-04-21,2020-05-21,3909200,1082016.0,4991216.0,Paid,2020,4,2020,5
Inv-361573,So-283913,C0045,Kol001,2022-05-13,2022-07-12,79600,22288.000000000004,101888.0,Paid,2022,5,2022,7
Inv-436041,So-260302,C0026,Hyd001,2021-12-12,2022-02-10,718610,199129.8,917739.8,Partially Paid,2021,12,2022,2
Inv-795742,So-430121,C0335,Pun001,2020-01-24,2020-02-08,2770350,768113.0000000001,3538463.0,Partially Paid,2020,1,2020,2
Inv-675911,So-768103,C0225,Del001,2021-11-07,2021-12-07,923990,249648.2,1173638.2,Paid,2021,11,2021,12
Inv-763990,So-884221,C0262,Del001,2024-04-30,2024-05-15,3109410,867393.8,3976803.8,Paid,2024,4,2024,5
Inv-820790,So-390998,C0143,Chn001,2022-02-25,2022-04-11,1661950,457841.00000000006,2119791.0,Paid,2022,2,2022,4
Inv-745676,So-678867,C0396,Ahm001,2021-11-30,2022-01-14,1081250,296765.0,1378015.0,Partially Paid,2021,11,2022,1
Inv-489399,So-623828,C0473,Chn001,2021-10-31,2021-12-15,2666300,729919.0000000001,3396219.0,Paid,2021,10,2021,12
Inv-276418,So-826541,C0376,Del001,2024-03-20,2024-04-19,1087320,286712.60000000003,1374032.6,Paid,2024,3,2024,4
Inv-885979,So-910034,C0256,Pun001,2021-06-18,2021-08-02,1494690,406004.20000000007,1900694.2,Paid,2021,6,2021,8
Inv-321322,So-247831,C0086,Ahm001,2021-05-29,2021-07-28,2865550,783994.0000000001,3649544.0,Partially Paid,2021,5,2021,7
Inv-941133,So-517601,C0190,Chn001,2023-03-30,2023-05-29,2136570,594162.6000000001,2730732.6,Paid,2023,3,2023,5
Inv-854408,So-985592,C0250,Pun001,2023-11-14,2023-12-14,1386100,367778.0,1753878.0,Unpaid,2023,11,2023,12
Inv-203032,So-732539,C0174,Ahm001,2022-07-27,2022-08-26,823040,229767.2,1052807.2,Partially Paid,2022,7,2022,8
Inv-467588,So-851405,C0409,Pun001,2022-10-09,2022-11-23,341820,94877.6,436697.6,Unpaid,2022,10,2022,11
Inv-307133,So-814724,C0426,Kol001,2019-09-19,2019-11-03,971060,270890.80000000005,1241950.8,Unpaid,2019,9,2019,11
Inv-377906,So-670840,C0019,Kol001,2021-03-05,2021-03-20,87350,20243.0,107593.0,Partially Paid,2021,3,2021,3
Inv-549788,So-596839,C0122,Kol001,2021-05-17,2021-06-16,476000,133280.0,609280.0,Paid,2021,5,2021,6
Inv-154759,So-311908,C0132,Pun001,2022-02-21,2022-03-23,1704400,461487.00000000006,2165887.0,Unpaid,2022,2,2022,3
Inv-370153,So-198090,C0364,Kol001,2021-02-09,2021-03-11,2433600,681408.0000000001,3115008.0,Paid,2021,2,2021,3
Inv-289285,So-776902,C0030,Hyd001,2023-09-28,2023-11-27,715390,198775.20000000004,914165.2,Unpaid,2023,9,2023,11
Inv-995946,So-560789,C0026,Hyd001,2024-10-28,2024-12-27,235950,63941.00000000001,299891.0,Partially Paid,2024,10,2024,12
Inv-969873,So-299256,C0479,Kol001,2023-06-12,2023-07-27,1059360,296124.80000000005,1355484.8,Paid,2023,6,2023,7
Inv-379346,So-785509,C0199,Ahm001,2024-01-17,2024-03-02,518580,139314.40000000002,657894.4,Partially Paid,2024,1,2024,3
Inv-517806,So-758080,C0466,Del001,2022-10-12,2022-11-11,1721180,481202.4000000001,2202382.4,Unpaid,2022,10,2022,11
Inv-885815,So-568909,C0309,Ahm001,2021-07-23,2021-09-06,479470,130144.60000000002,609614.6,Paid,2021,7,2021,9
Inv-400952,So-979766,C0421,Chn001,2020-07-08,2020-08-07,366450,93481.0,459931.0,Partially Paid,2020,7,2020,8
Inv-195196,So-880279,C0059,Hyd001,2023-12-11,2024-01-10,8700,1566.0,10266.0,Partially Paid,2023,12,2024,1
Inv-438215,So-216965,C0189,Kol001,2019-03-13,2019-05-12,2971700,816036.0000000001,3787736.0,Partially Paid,2019,3,2019,5
Inv-442774,So-659461,C0031,Kol001,2019-11-30,2019-12-30,829260,215466.80000000005,1044726.8,Paid,2019,11,2019,12
Inv-223116,So-904572,C0158,Kol001,2020-11-01,2020-12-01,238090,65846.20000000001,303936.2,Paid,2020,11,2020,12
Inv-688437,So-203506,C0239,Chn001,2023-03-18,2023-05-17,1757970,477809.6000000001,2235779.6,Paid,2023,3,2023,5
Inv-771515,So-907580,C0365,Kol001,2021-04-23,2021-06-22,1350970,375334.6000000001,1726304.6,Unpaid,2021,4,2021,6
Inv-241158,So-455698,C0332,Hyd001,2024-11-17,2025-01-01,1758190,465534.2,2223724.2,Paid,2024,11,2025,1
Inv-781779,So-463999,C0355,Hyd001,2019-12-15,2020-01-29,751500,210420.00000000003,961920.0,Paid,2019,12,2020,1
Inv-640968,So-126644,C0089,Ahm001,2020-08-26,2020-09-25,925750,244290.00000000003,1170040.0,Unpaid,2020,8,2020,9
Inv-122187,So-407328,C0089,Ahm001,2024-10-27,2024-11-26,152720,42699.600000000006,195419.6,Paid,2024,10,2024,11
Inv-154325,So-997885,C0395,Kol001,2022-12-25,2023-02-08,1872440,523419.20000000007,2395859.2,Unpaid,2022,12,2023,2
Inv-978544,So-301011,C0473,Chn001,2024-08-08,2024-09-22,937630,259568.4,1197198.4,Unpaid,2024,8,2024,9
Inv-781875,So-194865,C0242,Chn001,2020-10-08,2020-11-07,786900,210912.0,997812.0,Paid,2020,10,2020,11
Inv-139206,So-624303,C0044,Kol001,2023-10-28,2023-11-27,1758550,486824.00000000006,2245374.0,Paid,2023,10,2023,11
Inv-162212,So-962988,C0106,Pun001,2023-01-24,2023-02-23,539820,149997.6,689817.6,Partially Paid,2023,1,2023,2
Inv-944749,So-593612,C0339,Chn001,2023-03-12,2023-04-11,3569280,967220.4,4536500.4,Paid,2023,3,2023,4
Inv-273892,So-814717,C0013,Ahm001,2021-05-24,2021-06-23,3162800,869319.0,4032119.0,Paid,2021,5,2021,6
Inv-909762,So-716454,C0193,Chn001,2024-07-04,2024-08-03,5760,1036.8,6796.8,Paid,2024,7,2024,8
Inv-112235,So-363636,C0198,Ahm001,2021-01-08,2021-03-09,2369250,654525.0,3023775.0,Paid,2021,1,2021,3
Inv-124809,So-474869,C0488,Chn001,2019-11-29,2019-12-29,541440,150999.2,692439.2,Paid,2019,11,2019,12
Inv-921209,So-122999,C0014,Kol001,2021-06-23,2021-07-23,4306590,1189066.2000000002,5495656.2,Paid,2021,6,2021,7
Inv-411923,So-358602,C0427,Hyd001,2020-07-15,2020-09-13,1044150,291057.00000000006,1335207.0,Paid,2020,7,2020,9
Inv-281827,So-923967,C0016,Del001,2021-12-06,2022-01-20,4960890,1382510.2000000002,6343400.2,Paid,2021,12,2022,1
Inv-176668,So-538433,C0478,Del001,2020-03-21,2020-04-20,355880,93958.4,449838.4,Partially Paid,2020,3,2020,4
Inv-949228,So-892973,C0011,Kol001,2020-11-19,2021-01-18,165570,38842.600000000006,204412.6,Paid,2020,11,2021,1
Inv-848514,So-853566,C0051,Ahm001,2024-04-30,2024-06-14,1188140,322495.2,1510635.2,Paid,2024,4,2024,6
Inv-763359,So-912239,C0328,Kol001,2019-03-20,2019-05-04,31600,5688.0,37288.0,Paid,2019,3,2019,5
Inv-793223,So-462000,C0306,Kol001,2022-12-17,2023-01-16,359700,98241.0,457941.0,Paid,2022,12,2023,1
Inv-937561,So-986565,C0214,Pun001,2019-02-25,2019-04-11,1394580,387859.4,1782439.4,Paid,2019,2,2019,4
Inv-692031,So-782568,C0005,Ahm001,2022-05-10,2022-06-09,2402150,671897.0000000001,3074047.0,Paid,2022,5,2022,6
Inv-570727,So-815979,C0028,Pun001,2022-10-04,2022-11-18,885720,222269.60000000003,1107989.6,Partially Paid,2022,10,2022,11
Inv-538785,So-835477,C0405,Pun001,2020-07-18,2020-08-17,584800,156224.00000000003,741024.0,Paid,2020,7,2020,8
Inv-603876,So-891516,C0450,Kol001,2019-03-29,2019-04-28,242770,67448.6,310218.6,Paid,2019,3,2019,4
Inv-792989,So-979915,C0132,Pun001,2024-04-21,2024-05-21,2452470,683254.6000000001,3135724.6,Paid,2024,4,2024,5
Inv-122328,So-140582,C0325,Kol001,2023-05-07,2023-06-06,2754250,748515.0000000001,3502765.0,Paid,2023,5,2023,6
Inv-239288,So-965846,C0415,Pun001,2020-02-26,2020-03-27,1117440,305664.2,1423104.2,Paid,2020,2,2020,3
Inv-206637,So-363461,C0100,Kol001,2019-04-14,2019-05-14,299770,76508.6,376278.6,Paid,2019,4,2019,5
Inv-581598,So-354261,C0261,Del001,2019-09-27,2019-10-27,1647400,461272.00000000006,2108672.0,Paid,2019,9,2019,10
Inv-397296,So-221741,C0416,Chn001,2021-06-18,2021-07-18,982250,256430.00000000003,1238680.0,Paid,2021,6,2021,7
Inv-549184,So-213593,C0457,Kol001,2022-11-21,2022-12-06,577300,156904.0,734204.0,Paid,2022,11,2022,12
Inv-600034,So-228901,C0499,Pun001,2024-09-01,2024-10-01,156500,43070.00000000001,199570.0,Paid,2024,9,2024,10
Inv-413720,So-994108,C0474,Pun001,2022-04-12,2022-05-27,634500,172660.0,807160.0,Paid,2022,4,2022,5
Inv-270895,So-538434,C0484,Ahm001,2019-02-07,2019-04-08,1647890,443095.20000000007,2090985.2,Paid,2019,2,2019,4
Inv-608961,So-313393,C0013,Ahm001,2019-12-20,2020-01-19,563280,140050.40000000002,703330.4,Partially Paid,2019,12,2020,1
Inv-982659,So-375733,C0083,Del001,2019-10-05,2019-11-19,2234660,605418.8,2840078.8,Paid,2019,10,2019,11
Inv-951996,So-233225,C0359,Hyd001,2020-08-30,2020-10-14,627350,166813.00000000003,794163.0,Paid,2020,8,2020,10
Inv-755665,So-260866,C0403,Kol001,2020-01-09,2020-02-08,254750,71205.0,325955.0,Paid,2020,1,2020,2
Inv-764354,So-826962,C0421,Chn001,2024-04-03,2024-05-03,2380000,666400.0000000001,3046400.0,Unpaid,2024,4,2024,5
Inv-387273,So-715253,C0024,Chn001,2021-03-27,2021-05-26,2013860,548324.8,2562184.8,Paid,2021,3,2021,5
Inv-336076,So-860914,C0229,Hyd001,2019-08-02,2019-09-16,4095650,1142727.0,5238377.0,Paid,2019,8,2019,9
Inv-832595,So-213483,C0161,Ahm001,2022-07-18,2022-09-01,2218020,612743.6000000001,2830763.6,Unpaid,2022,7,2022,9
Inv-304346,So-624404,C0138,Hyd001,2021-09-30,2021-10-30,1811600,503948.0000000001,2315548.0,Paid,2021,9,2021,10
Inv-216695,So-812925,C0125,Hyd001,2020-08-30,2020-09-29,915400,256312.00000000003,1171712.0,Paid,2020,8,2020,9
Inv-795372,So-625352,C0432,Hyd001,2024-10-09,2024-11-08,247650,61417.00000000001,309067.0,Paid,2024,10,2024,11
Inv-645333,So-697930,C0169,Ahm001,2020-03-11,2020-04-10,679800,169964.0,849764.0,Paid,2020,3,2020,4
Inv-447063,So-891674,C0018,Ahm001,2021-03-09,2021-04-08,1137200,318416.00000000006,1455616.0,Paid,2021,3,2021,4
Inv-547097,So-891182,C0380,Hyd001,2024-10-18,2024-12-02,2888500,802540.0000000001,3691040.0,Paid,2024,10,2024,12
Inv-105705,So-943921,C0155,Kol001,2024-07-22,2024-08-21,1845390,515340.2,2360730.2,Paid,2024,7,2024,8
Inv-916680,So-662018,C0421,Chn001,2023-07-24,2023-08-23,2344800,654174.0,2998974.0,Paid,2023,7,2023,8
Inv-550791,So-922960,C0032,Ahm001,2021-07-04,2021-07-19,1223070,330862.60000000003,1553932.6,Paid,2021,7,2021,7
Inv-254790,So-744333,C0409,Pun001,2024-07-21,2024-09-04,2005010,555351.8,2560361.8,Unpaid,2024,7,2024,9
Inv-831783,So-747429,C0023,Chn001,2023-02-19,2023-03-06,413100,115668.0,528768.0,Paid,2023,2,2023,3
Inv-861256,So-230327,C0338,Ahm001,2024-11-24,2025-01-23,413740,104993.2,518733.2,Unpaid,2024,11,2025,1
Inv-551703,So-134588,C0479,Kol001,2021-05-31,2021-07-15,1441070,398042.6,1839112.6,Partially Paid,2021,5,2021,7
Inv-510812,So-549611,C0114,Kol001,2020-11-26,2020-12-26,2497450,697221.0000000001,3194671.0,Paid,2020,11,2020,12
Inv-975406,So-390906,C0458,Ahm001,2021-01-24,2021-02-23,358150,100167.0,458317.0,Partially Paid,2021,1,2021,2
Inv-319552,So-508558,C0338,Ahm001,2019-07-27,2019-09-25,483600,135408.00000000003,619008.0,Paid,2019,7,2019,9
Inv-584635,So-953803,C0243,Del001,2019-12-10,2020-02-08,109900,19782.0,129682.0,Unpaid,2019,12,2020,2
Inv-784626,So-488111,C0450,Kol001,2020-07-04,2020-08-03,2177510,605096.8,2782606.8,Partially Paid,2020,7,2020,8
Inv-324055,So-150956,C0265,Ahm001,2024-07-23,2024-08-22,898100,246928.00000000003,1145028.0,Paid,2024,7,2024,8
Inv-495960,So-527668,C0059,Hyd001,2021-11-23,2021-12-23,1209950,324501.0,1534451.0,Paid,2021,11,2021,12
Inv-368059,So-436623,C0331,Del001,2024-09-05,2024-10-20,2552750,713100.0000000001,3265850.0,Paid,2024,9,2024,10
Inv-796805,So-203388,C0013,Ahm001,2023-09-10,2023-10-10,630330,174439.40000000002,804769.4,Paid,2023,9,2023,10
Inv-310681,So-249159,C0067,Ahm001,2024-05-24,2024-06-08,575060,153110.80000000002,728170.8,Paid,2024,5,2024,6
Inv-848609,So-697463,C0159,Chn001,2023-05-27,2023-07-11,697070,190227.60000000003,887297.6,Partially Paid,2023,5,2023,7
Inv-882261,So-872323,C0059,Hyd001,2019-11-11,2019-12-11,391260,108631.8,499891.8,Paid,2019,11,2019,12
Inv-800984,So-360379,C0267,Hyd001,2022-07-27,2022-09-25,2171680,591202.4000000001,2762882.4,Paid,2022,7,2022,9
Inv-475075,So-691735,C0140,Pun001,2021-10-14,2021-12-13,964630,260478.4,1225108.4,Paid,2021,10,2021,12
Inv-362770,So-669780,C0213,Pun001,2021-05-08,2021-05-23,2009550,562384.0000000001,2571934.0,Unpaid,2021,5,2021,5
